"","horse_id","horse_name","mean_side_movement","max_side_movement","range_side_movement","iqr_side_movement","cluster"
"104",192,"Durkin's Call",-0.00498490170324499,0.341773603497868,0.657444911163887,0.106662942133336,5
"105",194,"Letzgometz",-0.00864400089896278,0.205279292863374,0.412264276174361,0.0985236578411177,6
"106",195,"Classic Czar",-0.0117436374283847,0.286841268155627,0.556846289516752,0.0882263907614917,6
"107",196,"Oh K Funnybone",-0.0115015781076345,0.417475925952937,2.15734382353241,0.0981003564120995,1
"108",197,"Poker Game",-0.0108173937811072,0.272997886099281,0.569498373610212,0.117720556172523,6
"109",198,"Awesome Adversary",-0.0022159660640904,1.4907173048474,2.17652848801304,0.120781706731342,8
"110",199,"Dash for Dollars",-0.00688087482290631,0.25395621276684,0.571871030958667,0.122250527489762,6
"111",200,"Tazmonian Devil",-0.00959498615301249,0.291009881768475,0.825728290997595,0.123954199344083,5
"112",201,"Shock Therapy",-0.00790314822610667,0.37752970412455,0.807400525354769,0.129180050599659,5
"113",202,"My Amanjena",-0.0209871966125513,0.620221034523858,2.1049500426782,0.116977919540028,3
"114",203,"Marble Moon",-0.00535442909572356,0.273172429448126,0.554598673813469,0.091396382190458,6
"115",204,"Sweet August Lady",0.00402372181729409,0.186321081871132,0.469726274881127,0.0946061851036968,6
"116",206,"Zecha",-0.00292761197409415,0.279863535558668,0.656763566401832,0.129463874000278,5
"117",207,"Solitary Gem",-0.00962851211427573,1.29957557103096,1.92882338868459,0.105933706233961,8
"118",209,"Third Card Down",-0.000792957094532018,0.249783966248148,0.526423737372872,0.100888437875302,6
"119",215,"Shak's Hidden Gem",-0.00394932870608229,0.585032661675365,1.35060027033456,0.0942430330496751,3
"120",218,"Fiery Opal",0.00454586314216485,0.262158374722911,0.548703193888968,0.120445029101943,6
"121",222,"Horoscope",-0.0125079318629469,0.241651649365877,0.792679185915039,0.0865907428416911,7
"122",223,"Playthatfunnymusic",-0.0115254091683855,0.688846141274924,1.04104981221134,0.0988676161533006,2
"123",224,"Arthur's Hope",-0.00331737799449112,0.194259828905434,0.448345385144801,0.123426769368396,6
"124",227,"New Year's Wish",-0.00259992561615405,0.283935188825031,0.580514155638393,0.087911983917796,6
"125",228,"Smiles From Sadie",-0.00805905200403183,0.280498078425349,0.65668298058568,0.110094363695384,5
"126",229,"Madame Barbarian",-0.00797721846868259,0.4812127155311,1.29188107860326,0.106041305243408,1
"127",230,"She'sakittykat",0.00308423115398628,0.300165756203311,0.637829326293025,0.113104879881405,5
"128",231,"My Girl Annie",-0.0010288771274809,0.22178182812259,0.517470165385342,0.112163298596474,6
"129",232,"Hexameter",-0.0172484219721496,0.24975962049264,0.508502820951017,0.075388697964657,6
"130",234,"Golconda",-0.00424796192814143,0.214157370197711,0.474347671645893,0.105890182037497,6
"131",235,"Killala Bay",-0.011836966283525,0.226546814904497,0.499184138741212,0.0973401954303421,6
"132",236,"Scrutinize",-0.0139470188261022,1.34740580952067,2.21922572425606,0.107039627153188,7
"133",237,"Run for Boston",-0.00752239099328729,0.261605105639791,0.633544491643741,0.118852792051512,5
"134",238,"Call the Cat",-0.00521487401028414,0.268907876515883,0.569497513817739,0.10544624655115,6
"135",239,"Well in Tune",-0.00958303370643815,0.643030351358938,0.901482906469378,0.100250014135863,2
"136",240,"Pragmatist",-0.00424176291160911,0.217635169461365,0.48401479409666,0.111637478080814,6
"137",241,"Shiloh Lane",0.00470090153557736,0.279696691372205,0.565011118417274,0.111906880348672,6
"138",242,"The Venerable Bede",-0.00276509723957566,0.275208120585285,0.531708738957235,0.14698636968968,4
"139",243,"Linns Boy",-0.00772283521956945,0.232554709704308,0.493053261883134,0.106122622760487,6
"140",251,"Free Kitty",-0.00752759322037957,0.263595336505707,0.552862813340575,0.122058539347238,6
"141",253,"Party in the Sand",0.00199780350166462,0.731618683367034,1.04317778023816,0.0996626594818191,2
"142",254,"Alley to Calvary",-0.0245597398491622,0.609914465009428,1.33367075501849,0.108415446313454,3
"143",255,"Sweet Like Char",-0.00848806157272834,0.189380863971897,0.418041065593198,0.103653478332524,6
"144",256,"Kingdom's Queen",-0.0104782758870641,0.238895337520919,0.550216513340464,0.111626175073573,6
"145",257,"Lady Hester",-0.0119754689873813,0.213227023196151,0.463719737535175,0.103940878502377,6
"146",258,"War of the States",-0.0124733760142305,0.226695050905404,0.445536216958461,0.084130307085555,6
"147",259,"Communal",0.000391491823039425,0.209831602112653,0.459098244018327,0.124086491176556,6
"148",260,"Taking Aim",-0.012088459049798,0.272491321027791,0.525725529145898,0.0802683292363662,6
"149",261,"Cookie Crisp",-0.0152381586679312,0.211264476448284,0.46740247094548,0.118334381500344,6
"150",262,"Purchasing Power",-0.00243047601082833,0.669032003866978,0.949259520900434,0.105112945795085,2
"151",263,"Never Before",-0.00697299561186489,0.272056534370909,0.521811248137206,0.09773198752781,6
"152",264,"Curlin's New Moon",-0.0055445881229078,0.646174908962765,0.92888043145452,0.100453867697639,2
"153",265,"Inalienable Rights",0.00216661912036617,0.216244994240107,0.447532293449577,0.0842781691238383,6
"154",266,"Change of Venue",0.00192913645889409,0.618552893122147,0.967101685679304,0.0929833706506109,2
"155",267,"Flush",-0.00926377235807208,1.41065448176068,1.98667359892296,0.111127919438008,8
"156",270,"Alvernia",-0.020994763849758,0.781178811275712,1.47791719216303,0.108549885589503,8
"157",271,"True Prosperity",-0.0168152874067119,0.599462505877927,1.31201061883018,0.0945367483774886,3
"158",273,"Daria's Angel",-0.0111621502718632,0.607239644063466,1.09484462949743,0.110029509321178,3
"159",274,"Stay Fond",-0.0130665046714622,0.272614306208783,0.611915669478729,0.104339404164364,6
"160",275,"Not About the Nail",-0.00518955636332248,0.732999636986272,1.05077106350023,0.0950347685693158,2
"161",276,"Harkness",-0.00586096385131786,0.246829170524919,0.537022716231491,0.105792853760975,6
"162",277,"Ipanema Beach",-0.010418677888376,0.208429774701617,0.453883913714955,0.120515115749472,6
"163",278,"Countable",-0.00721162172762678,0.248824843665255,0.497092026843715,0.116042776420374,6
"164",279,"Wadadli Princess",-0.0181062955002364,0.320749107896392,0.676607819062824,0.123355216803883,5
"165",280,"Anydayisherday",-0.000628056975684219,0.264873323263259,0.518887618478154,0.0765838041010869,6
"166",281,"Cheatham Hill",-0.0118804382721878,0.223722453722841,0.502582589202902,0.0935551084915159,6
"167",283,"Sander's Empire",-0.00699623911134509,0.744808378957567,1.27421060679738,0.134094173610539,8
"168",286,"Gypsum Johnny",-0.00891719808202131,0.488904757334394,1.01803053204646,0.108651413565507,1
"169",288,"H Man",-0.0304705585981105,0.291561164951379,0.718164504199585,0.123364731393,5
"170",290,"Blue Pigeon",-0.000396533831787753,0.282227068929922,0.596259229882838,0.116525627066577,6
"171",292,"Charlie McCoy",-0.00790220931179114,0.209572392349171,0.455263236380424,0.0945468946959712,6
"172",293,"Mystical Song",-0.0107597601129441,0.295658075711937,0.561339438633513,0.105871765973887,6
"173",295,"Ro Bear",-0.00699024815832109,0.282966653309461,0.77038158351601,0.117855972325655,5
"174",296,"Three to Thirteen",-0.010126161989566,0.719314529108658,1.29367658899755,0.100279512720535,8
"175",298,"Swivel",-0.0263145109818025,0.317596446336835,0.772534654148827,0.112136999937732,5
"176",299,"Foolish Ghost",-0.0165451108828975,0.202573716703974,0.470204033791873,0.104623358582586,6
"177",303,"Wanna Be Regal",-0.00164976335379539,0.265522075131019,0.520100394736354,0.127251547513807,6
"178",304,"Highleelikelee",-0.00796054427401114,0.302599951022903,0.566931117390127,0.112922064771962,6
"179",306,"My First Gal",-0.0148619643496141,0.270172516341839,0.573736490548192,0.0975618612255791,6
"180",308,"Roses From Ben",-0.00461182892603835,0.892758650318362,1.49952293357558,0.11138669861142,8
"181",309,"Ziggy Is Zubby",0.00408961816413343,0.32897901966041,0.61397770770334,0.12726421083324,5
"182",312,"Irish Glitter",-0.0238179918232572,0.234480013562673,0.580424041264554,0.0936450443712324,6
"183",314,"Gypsy Mama",-0.0104454333992728,0.199326342428966,0.510419856742273,0.110065383378911,6
"184",316,"Flat Out Funky",0.00193180086929725,0.253585829096846,0.461552084281276,0.114756186907981,6
"185",317,"Devil's Flair",-0.0224041500275533,0.253653624038616,0.539011624496249,0.105300122097699,6
"186",318,"La Bella Chica",-0.00980810542326247,0.228945182391986,0.478033183564222,0.0939001573847884,6
"187",320,"Archumybaby",-0.0162226318595529,0.239262101004956,0.582377611680806,0.146767975082224,4
"188",328,"Dark N Cloudy",-0.0117551631365411,0.296196324793233,0.564077984138352,0.102654782589318,6
"189",331,"Joe's Smokin Gun",-0.013753412310186,0.619171082695814,1.06464778536711,0.120774644091973,3
"190",334,"Heartbustingirl",-0.0144350507258989,0.220068121920622,0.513650346500033,0.112967843908979,6
"191",336,"Shanghai Smile",3.92628293107792e-05,0.216284876609101,0.478868358071937,0.0934629346395734,6
"192",338,"Rattle the Stars",-0.000499359194614876,0.276251543402982,0.574872769837176,0.129969833278737,6
"193",340,"Javelin",-0.000175427438965468,0.254834130415128,0.535199677462684,0.0895727771894865,6
"194",341,"Flatexcel",-0.021639953251094,0.245953852493759,0.621267745910284,0.100251243524963,5
"195",342,"Special Story",-0.00981341442501227,0.236047609828991,0.545772584004253,0.102226925755431,6
"196",343,"Ultimateenticement",-0.0252518310716204,0.209862306155105,0.541123428632631,0.114554710824539,4
"197",344,"Proximate to Power",0.00386443561718677,0.32160288535138,0.593753080678773,0.110443043935658,6
"198",347,"Manifest Destiny",-0.00910984696764327,0.241231490787914,0.448174559673465,0.0780506386004785,6
"199",350,"Mission Command",-0.0147035729118407,0.174824296294802,0.605417219435387,0.111879998794165,5
"200",352,"Too Fast to Pass",-0.0127257108145104,0.617189585705304,0.960133527193464,0.105726596114832,2
"201",353,"Quai Voltaire",-0.00579523760411435,0.302164354034745,0.637395680812066,0.0927118614440534,6
"202",355,"Stoney Bennett",-0.026729719385724,0.247587069140058,0.571267932187771,0.101294859321714,6
"203",356,"Mr. Dougie Fresh",-0.00748151371972419,0.224035285121632,0.512955499435089,0.0865558250922458,6
"204",357,"House Limit",-0.00978109117318992,0.318889969331945,0.593534214396508,0.101016917611823,6
"205",358,"Allured",-0.00653939378601904,0.712746927133793,3.00277710657449,0.0992637681160184,3
"206",359,"Vincento",0.00531283147487325,0.320212463777373,0.640210164923303,0.121170618424439,5
"207",361,"Yamano Maker (JPN)",0.00264513177838905,0.19964402183245,0.404372845698315,0.0965520707401746,6
"208",362,"Felix in Fabula",-0.00364245543460951,0.213350171114362,0.486744052751312,0.0902521064899839,6
"209",364,"Uncle Sigh",-0.012125597111179,0.275308301061182,0.563255893645354,0.11869493068984,6
"210",365,"Honor Up",0.00332497162957967,0.638039527175316,0.964265828778551,0.110910738094709,2
"211",366,"Syndergaard",0.00655500305722215,0.749078953766615,1.05487653437026,0.115332159003062,2
"212",373,"Cross Multiply",-0.000270735024944952,0.240991324612897,0.525898466818533,0.0988067653161192,6
"213",374,"Shook Em Up",-0.0160323877569488,0.240145789077187,0.548581622543343,0.107582452583116,6
"214",375,"Martini Lane",-0.014400968527083,0.240657740497501,0.558835915950882,0.0955225174644003,6
"215",376,"Flat Out Jayvien",-0.0148457195627731,0.224660504333935,0.509010292168252,0.125290172734215,6
"216",377,"Blue Skies Forever",-0.0116317591134025,0.510672212261158,0.834320317210901,0.108336726354192,2
"217",378,"Holycowits Patrick",-0.0075185661435125,0.228209269393435,0.620981949872801,0.126383775957248,5
"218",379,"Cool Crinoline",-0.0138754958908846,0.229415203228015,0.564140557059778,0.120032738125046,6
"219",380,"Theresa's Boy",-0.000814766760727306,0.235183623227293,0.529888684316923,0.0990241272650674,6
"220",381,"Quintarelli",-0.0180827542683941,0.250849456889688,0.51203129971704,0.112649952413765,6
"221",382,"Soup Baby",-0.0127568152312981,0.218476800021431,0.510584884956389,0.0921374725729329,6
"222",384,"Grumps Little Tots",-0.013543426654586,0.205649970705668,0.4879399643855,0.0933856381049933,6
"223",387,"Stan the Man",-0.00828790584628107,0.572469199216346,0.88127589803203,0.108036186404258,2
"224",390,"Tusk",-0.0128632822678287,0.479634968561166,1.95799415571199,0.0854610226661929,1
"225",391,"Coltandmississippi",-0.0120786926699233,0.894032776563651,1.40217312203687,0.147092738159273,8
"226",392,"Regal Quality",-0.00454637350677152,0.196446763910131,0.49678181360563,0.0998398504126308,6
"227",395,"Shamrock Kid",-0.00846918852827763,0.703558247218546,1.07075682970348,0.091843171923176,2
"228",400,"I Saw It All",-0.0112952077700066,0.191433308513278,0.438172306144416,0.0944295657265228,6
"229",402,"Wisecrack",-0.00634860309887237,0.271423114549513,0.567066776263398,0.118766274950818,6
"230",408,"Desert Lights",-0.00477050897762708,0.57624079337292,0.899942833363907,0.108004084008379,2
"231",410,"Unsullied",-0.0154821919304526,0.271766284476828,0.59011695986205,0.102130689598819,6
"232",412,"Ten Twenty Nine",0.00237547522617131,0.603179426689506,0.899685315342639,0.128413512933141,2
"233",413,"Mr. Massena",-0.0182764123107928,1.27090734695249,3.19619855611984,0.10210760499086,7
"234",414,"All Clear",-0.0298079116952935,0.865411878400802,1.48361599867621,0.13220032652037,8
"235",416,"Midnight Curfew",-0.0129721582995853,0.284457799708559,0.650762521510306,0.175893267923482,4
"236",417,"Pickle Rick",-0.010810508572869,0.219918459525083,0.499086727200493,0.106626561274863,6
"237",418,"Erlich",-0.00162906944501703,0.239971470964395,0.460513765341805,0.0934025315260758,6
"238",419,"Habitue",-0.0157459639145862,0.258650091854715,0.538896268420629,0.0947374788505213,6
"239",420,"Binary",-0.0126434583090372,0.200978815725867,0.407886381370594,0.128983438163703,4
"240",421,"Kumar",-0.00718411508883257,0.444107685822321,1.52582785326838,0.10741824472944,1
"241",422,"Coast to Coast",-0.0150567203527549,0.229336207075544,0.525756860491906,0.113636795476692,6
"242",423,"Mental Model",-0.00848092151735191,0.667430818856262,1.00560729006773,0.0948863863907699,2
"243",425,"Kadens Courage",-0.0132869598652622,0.217529091709014,0.524346785982216,0.105337102234212,6
"244",428,"Kazmania",0.00596073445556956,0.25282965556223,0.566385906867295,0.110989339588568,6
"245",429,"Tiergan",0.00367083003996286,0.776302194373595,1.15879737820517,0.106712153830169,2
"246",430,"Just Right",-0.0198367269957122,0.181900078962663,0.463981494535735,0.110214404868008,6
"247",431,"Funny Guy",-0.015335329202602,1.28647766313645,1.78803357895647,0.119842549118898,8
"248",438,"Bigsouljoel",-0.01245548163061,0.258970594123981,0.539504707456846,0.0835873865369061,6
"249",439,"There Goes Jose",-0.00480526098916776,0.261427296188825,0.553703353111898,0.100505886357977,6
"250",441,"Love to Learn",-0.000492055380746341,0.304793215693525,0.609762335561246,0.109223992348624,6
"251",446,"Thousand Percent",0.00424477586552957,0.450034863853084,2.61473208212116,0.122748201443294,1
"252",447,"Trance",-0.0010274114815788,0.630135908344803,2.05871586105611,0.102050328645682,3
"253",449,"Americano",-0.0099629978352837,0.217023290042429,0.513325151135308,0.093546664560131,6
"254",454,"There He Goes",-0.0100534343084492,0.707812003659902,0.977469736379619,0.0874154861821589,2
"255",456,"Freudian Analyst",0.012718289960289,0.663656792993731,0.954533035873462,0.0974332010523821,2
"256",459,"Ridolfo",-0.00144158964005546,0.660273815830099,0.934798466745604,0.0741417194507048,2
"257",460,"Potomac",-0.00167988682025396,0.324901346767497,0.660243453552416,0.109486637594656,5
"258",461,"Langdarma",-0.011376690933912,0.25499510709922,0.532259359172823,0.117438285629754,6
"259",462,"Mills",-0.00681688757231998,0.480133566877834,1.77421761329352,0.119154729373334,1
"260",463,"Poshsky",-0.0047410853157027,0.30879259738324,0.715398199258076,0.108644375326929,5
"261",464,"Pretentious",-0.00176064506427148,0.28496118273142,0.558274033736758,0.103977876948536,6
"262",465,"In a Fog",-0.00701040750545251,0.193151685539167,0.470327825387072,0.0974681548442373,6
"263",466,"Ok Honey",-0.0127448561085501,0.323702254887777,0.658641608773672,0.105895563303126,5
"264",467,"Analyze With Honor",-0.0115838075512254,0.204136301911467,0.424168784743549,0.100101356681898,6
"265",468,"Empress Sophia",-0.00842031868897233,0.266392820763976,0.577929714729584,0.0867241038929032,6
"266",469,"Charming Cara",-0.0179061705722801,0.228465265939341,0.49439607995413,0.0901128269272042,6
"267",470,"Tiztinabella",-0.0127284026951304,0.233921489950618,0.482016940564592,0.127466575081908,6
"268",471,"Emmy Knows",-0.0105366148215281,0.261708728179125,0.496532991034497,0.13013831999069,6
"269",472,"Where's Rudy",-0.0118361252904885,0.254163570907876,0.55956570742557,0.134582556454996,4
"270",473,"Much Trouble",-0.0235907542528372,0.374903809484847,1.12717428025216,0.136418052576434,3
"271",474,"Dr. Hipp",-0.0193787967286964,0.330923532252731,1.09289452729936,0.134543548640684,3
"272",475,"D'ambrosio",-0.00819083853229552,0.281549465647563,0.616072558238557,0.111185145617553,6
"273",476,"Local Edition",-0.0117098922744044,0.245464577678337,0.523016885515476,0.106328889627076,6
"274",477,"Danny California",-0.00327742044276017,1.37805755186887,2.03436494022847,0.106195704366849,8
"275",483,"Devilish Romance",-0.00357138157698209,0.266909422589671,0.604550316359525,0.114626034341129,6
"276",485,"Questeq",-0.0259350382985423,0.739287096382964,1.53810316625634,0.134750287124609,8
"277",490,"Stars Wilburn",-0.012595736333375,0.269031587350639,0.557221646204415,0.122919004111346,6
"278",492,"Gracetown",-0.015036865476432,0.19666645536209,0.496228639041661,0.0984607375010926,6
"279",493,"Enjoyitwhilewecan",-0.0101636216378122,0.229888532522618,0.501799067212013,0.0932223768833536,6
