"","horse_id","horse_name","mean_acceleration","median_acceleration","range_acceleration","iqr_acceleration","cluster"
"29",29,"Miss Marion",0.139559130905828,-0.0176664946276427,3.66790961820998,0.207958536095391,2
"30",30,"Scorpion Bowl",0.12394948762069,-0.0181975280495503,4.26967494119241,0.266861722067172,2
"31",31,"Southern Fried Fun",0.0949034768529761,-0.058766322443876,4.66310549477675,0.223760347654503,2
"32",32,"Pinchbeck",0.0994363132107313,-0.0294339048464959,3.94262058025689,0.221114237554011,4
"33",33,"Stone Breaker",0.13428549980382,-0.0202245821447917,3.87696260624821,0.239867131418317,2
"34",34,"Papa Jim",0.099647122224512,-0.0385687685152508,4.32360340384337,0.207886660535424,4
"35",35,"Dr. Lloyd",0.0759175113316089,-0.0668047508353658,5.12852282208372,0.229423002623539,6
"36",36,"Dollarsforpennies",0.0971437347305208,-0.0303415711850413,3.69087730334922,0.185139008181447,4
"37",37,"Simbasalltrouble",0.107101798273365,-0.0409159512813954,5.38918167588045,0.204785073980555,1
"38",38,"Straphanger",0.085729668791241,-0.0485563494858781,4.69722460429889,0.207005877336918,1
"39",39,"Lettercarrierhenry",0.102195882348442,-0.0601796022042021,3.63033481912384,0.257359945192521,3
"40",40,"Flat Calm",0.126528324951669,-0.0412230195077959,3.745954698537,0.207485300856618,2
"41",41,"Timely Tradition",0.121911478006433,-0.026237000140068,3.98387680517248,0.236528497838835,2
"42",42,"My Roxy Girl",0.125134574243552,-0.0209518279456036,4.64761707523691,0.23573506366726,2
"43",43,"Fair Regis",0.123267122633273,-0.0269230246665886,5.69754965859826,0.247354837078753,1
"44",44,"Baby Boss",0.0924750655926879,-0.0448250287680625,5.34636264253812,0.242872185145847,1
"45",45,"Moondance Joy",0.118167115344485,-0.0292519044355654,5.06103348626178,0.218034982066301,1
"46",46,"Ribbonite",0.146368884159375,-0.0585294772577995,4.32023586992871,0.204793249309635,2
"47",47,"Mind Control",0.112468850060056,-0.00755734788670123,4.3385152282007,0.184066713043175,1
"48",48,"Our Braintrust",0.102706522235815,0.00136317816314681,3.62771727801062,0.26769323148604,3
"49",49,"Family Biz",0.110113396100086,-0.00719352447516207,5.01099615146861,0.212014329079,1
"50",50,"Gates of Dawn",0.0613056733212486,-0.0398874526376203,7.12246190116728,0.212229922849693,5
"51",51,"Souper Jackpot",0.096095166136563,-0.0254090034656432,3.87395551762596,0.321997933493148,3
"52",52,"Direct Order",0.105423236013964,-0.0203495332731581,4.31123744518894,0.21002112230813,1
"53",53,"Alright Alright",0.172205271617353,-0.0272970308935325,3.50662171810027,0.266003773202224,7
"54",54,"For Pops",0.149233184675364,-0.0532513071927217,3.93080005917864,0.209907216670877,7
"55",55,"Bitumen",0.129964293294291,-0.0267805478007214,6.59668438920898,0.264974185607977,5
"56",56,"The Great Samurai",0.109799830601721,-0.0315881174044629,3.77506428068523,0.249396109863248,3
"57",57,"Samadi Sky",0.0733496822910325,-0.0224535660330518,3.78655546361487,0.213362838446838,4
"58",58,"Dancetrack",0.158305003310253,-0.00913033301746995,4.56935253783361,0.215052471289627,2
"59",59,"Conquest Prankster",0.122682978666788,-0.0314719063390577,4.48807193368801,0.268168124688966,2
"60",60,"Crafty Concorde",0.167816146418115,-0.0245460469526648,3.66077247792695,0.266615647951955,7
"61",61,"Fifty Eight O G",0.138999813360862,-0.044113201457345,4.55640510288433,0.235831532816697,2
"62",62,"Excess Capacity",0.0912949337288904,-0.0465695544387338,4.43577528000974,0.221047357190422,4
"63",63,"Paynterbynumbers",0.11585666134053,-0.0409175430576979,3.94851108339189,0.192182515445925,2
"64",64,"Fancy That",0.0939989101126108,-0.00201469843863024,5.11448620454487,0.237213074894122,1
"65",65,"She'll Do",0.102740074166036,-0.0389204054029667,3.77045113896666,0.237884544476976,3
"66",66,"Silk Assassin",0.117731133454677,-0.049312021110837,4.1951612342584,0.232932602604448,2
"67",67,"Moon and Stars",0.108917859297653,-0.0410484605814345,3.84306063069075,0.151066452875009,4
"68",68,"Tikhvin Flew",0.089545872358552,-0.0177862809120539,5.4620051600938,0.239948727433915,1
"69",69,"Pulsate",0.139510431741938,-0.00011850023664945,4.34311399102696,0.221802805310722,9
"70",70,"Spun to Run",0.0864704457312761,-0.0262735070304308,3.34077887973979,0.205306879713641,3
"71",71,"Classic Romeo",0.0804704914526463,-0.0318041103831395,3.30669458452263,0.253734633937495,3
"72",72,"U R Not So Bad",0.0827959453893652,-0.0351837232261655,2.95936049155336,0.212924885303674,3
"73",73,"Jake Rocks",0.124729439413322,-0.0155646576445155,3.75161556500507,0.260613898953254,3
"74",74,"Speed Khaleesi",0.123612509980734,-0.0515889647934718,3.84812127639863,0.189678609490922,2
"75",75,"Stay Good",0.148022594453207,-0.0601269777040064,3.50438291881621,0.23562310533497,7
"76",76,"Caitriona",0.147660435556958,-0.0417760772756613,3.88763006726586,0.285113713845759,7
"77",77,"Diamond Jen Brady",0.125498856162932,-0.0646521177915432,4.32844610298864,0.260810357833661,3
"78",78,"Somethingwithlilly",0.145268016010162,-0.0404950790324866,3.51759407707508,0.177141430572558,7
"79",79,"Aly's All Out",0.0896936775755748,-0.0495512830968734,3.55644030656727,0.230627892522176,3
"80",80,"Regal Retort",0.122001126881492,-0.0415762004880244,3.99381935497816,0.200995277703899,2
"81",81,"Free Coffee",0.102068858918423,-0.0409523106530132,3.5851089381385,0.212560398040521,2
"82",82,"Dizzy",0.0826214421970085,-0.0194349933432502,4.56677401483914,0.130961453039948,6
"83",83,"Whyisshesoolucky",0.0984459310846788,-0.0331074385531293,4.17848458424905,0.208016473295137,4
"84",84,"Stay Smart",0.104586919964449,-0.0245497784925672,4.48572189130996,0.233650383995055,1
"85",85,"Irish Banker",0.113117389088366,-0.0345077304378706,4.55496503512523,0.242704166163051,2
"86",86,"Miss Allison",0.0519217068539937,-0.0529339647483877,2.77276456380125,0.177528446070566,3
"87",87,"Turco Bravo (CHI)",0.0809725354806398,-0.0104185492910618,4.08901497675851,0.197005073101173,1
"88",88,"Let Me Go First",0.0524100485595122,-0.0237228627359506,4.20322318046623,0.210194213748012,6
"89",89,"Admiral Blue",0.0956032563207352,-0.0175602910689025,4.28668962167311,0.201336042639546,1
"90",90,"Halloween Horror",0.0938179756410364,-0.00943328238877288,3.94855683701651,0.186205995974359,1
"91",91,"Shamcat",0.0898218103942833,-0.0172548085782146,4.75744992699156,0.218844148074695,1
"92",92,"Indian Guide",0.102757582947028,-0.0148479746229147,4.01883808698743,0.179646474413979,1
"93",93,"Outplay",0.0844612934276149,-0.040670752304984,3.46862589607922,0.184675598762582,3
"94",94,"Dublinthepleasure",0.0889590127939794,-0.0065747309585286,3.7983974289603,0.161231309224484,1
"95",95,"Shalako",0.088177685938918,-0.0113284056187205,4.98668053684869,0.215017396732061,1
"96",96,"Toohottoevenspeak",0.0908125652818097,-0.0188490761764481,4.88577152356267,0.186125984648724,1
"97",97,"Its All Relevant",0.076625000153737,-0.0235825272895853,3.76701141203643,0.207167143360473,4
"98",98,"E J's Legacy",0.0727915914232449,-0.0451864531324959,3.10831759359,0.198492635660455,3
"99",99,"Fifty",0.038006899933304,-0.0696763850508653,3.60657906223828,0.188431145957998,6
"100",100,"Gio d'Oro",0.0756868331474218,-0.0166940668587424,4.75397169196408,0.228795592142062,1
"101",101,"Blugrascat's Smile",0.0865378696253624,-0.0078258704069943,4.97968298659949,0.198917437767294,1
"102",102,"Storm Prophet",0.0967644565637279,-0.0119515306575598,4.04975785443241,0.203024049351362,1
"103",103,"Cause I'm Alex",0.0904971011682464,-0.0098013403343976,4.72595338532079,0.208344950314159,1
"104",104,"Papa Shot",0.105693014193916,-0.0136026535343829,4.24576193500302,0.184746937816919,1
"105",105,"Singapore Trader",0.0865388442441065,-0.0180067964999387,4.91348117641277,0.222101673234518,1
"106",106,"Midnight Crossing",0.11589128957881,-0.0244993978790175,7.80499829004674,0.276374054749591,5
"107",107,"Mrs Vargas",0.111207325770336,-0.0452969656276155,3.22635569817474,0.236602752744584,3
"108",108,"Know Point Given",0.0988589205659758,-0.0217409175211563,6.41887382219316,0.204053145612092,5
"109",109,"Frosty Linz",0.0993007085143444,-0.0194973127272312,3.76732581325353,0.230987989777917,4
"110",110,"Flying Pleasantly",0.111454592429982,-0.0276606048828912,5.60797670626746,0.253699861582357,1
"111",111,"Way Over Budget",0.093281671100386,-0.0514269526101548,3.3805580761841,0.226759656038673,3
"112",112,"Big Expense",0.0978877289269647,-0.0211524403669661,8.74620891636388,0.214694047966868,5
"113",113,"Needs No Ice",0.0840998829011377,-0.0210605002881784,4.48020344207901,0.217383400251418,1
"114",114,"Promise Me Roses",0.111990900071033,-0.0224677017709054,4.50714850714718,0.252086807487077,4
"115",115,"Low Is Laine",0.104976949182347,-0.00255546695179336,4.07946565954192,0.232896123694943,4
"116",116,"Got the Gist",0.0923781561280456,-0.0228817644075939,3.58434981019345,0.210898461645788,4
"117",117,"Reyana Reya Dreams",0.09469082826176,-0.0244324239950732,3.98421958040222,0.179905837951825,1
"118",118,"Youmakemeblush",0.0607820212130526,-0.0159463994762,2.60130064725749,0.158718580720375,3
"119",119,"Monteleone",0.0946447291494864,-0.0344962980986278,3.37593405722789,0.211416192888008,3
"120",120,"Trustworthy",0.114423164996609,-0.0285315516350993,4.12740737055584,0.190073493173115,4
"121",121,"Unpredictable",0.0924079387455843,-0.00286767085328973,3.18032733887074,0.160656463994209,1
"122",122,"Playwright",0.12648849724398,-0.0151370932975294,4.17741992371565,0.227433235529058,4
"123",123,"Expert",0.0984594591945376,-0.0126793212386929,4.47140526811922,0.233411952675063,1
"124",124,"Stronger",0.0616897507366438,-0.0280995801731723,3.04509637200443,0.205775800872077,3
"125",125,"Intoxicologist",0.0753053580506828,-0.0245236750992051,3.83350120621772,0.238031644615164,4
"126",126,"Delta Gamma",0.0845206098391083,-0.0173918762600351,4.61927029707787,0.19851668717394,1
"127",127,"Cornetta's Choice",0.093791376686055,-0.0162949984852448,3.25569760772478,0.174139908084018,1
"128",128,"Bee'snbee's",0.0990264493699167,-0.021372992630134,4.55714089998134,0.209792848072291,1
"129",129,"Winifred J",0.109851825674703,-0.043453458437412,6.58651169815831,0.235399467783207,5
"130",130,"Sarah's Rainbow",0.0943652932628254,-0.0273295272255349,5.7279856059202,0.209961940719015,5
"131",131,"Turn and Bern",0.0918944752795119,-0.0378712021202227,5.65086677999914,0.19961031531075,5
"132",132,"Anne's Song",0.0967552126983124,-0.0224974739913964,5.21430098777072,0.26784736942948,1
"133",133,"Bourbon High",0.101446155285504,-0.0424140026108755,3.97708978486325,0.205722661987005,4
"134",134,"Joule",0.102968956282225,-0.0132322297129137,4.4566622753655,0.213296902826145,1
"135",135,"Overtime Olivia",0.108175482978603,-0.0567560087172549,4.82698730372615,0.242243885113842,2
"136",136,"Dreamers and Me",0.132039126511216,-0.0479168617076569,4.78666456778398,0.237809507200541,2
"137",137,"Mrs. Orb",0.0928011995276157,-0.0162803342523179,4.72104071561638,0.23506852340696,1
"138",138,"Sonic Force",0.139092872248554,-0.018213021792664,4.14440259438123,0.244311705613362,2
"139",139,"Eye Luv Lulu",0.114566451260268,-0.0356659080840716,4.49629616377203,0.231355575079895,2
"140",140,"Almithmaar",0.137277079941715,-0.0316477206907524,4.00799338786857,0.202743862271556,2
"141",141,"Preservationist",0.101470487146397,-0.00228633072914716,6.00740780741568,0.180086944059298,5
"142",142,"Reed Kan",0.120490789189588,-0.0562891494258082,5.26015073371377,0.249032650542128,2
"143",143,"Still Krz",0.119369571232639,-0.0460366963601189,4.00140760029334,0.225302695756405,2
"144",144,"Angry Moon",0.12640422478797,-0.047875400375476,4.58134145380657,0.269390627631969,2
"145",145,"Hushion",0.104874909165606,-0.0395731104432902,5.86308399421393,0.233755682096279,5
"146",146,"Castle Casanova",0.115077902968701,-0.0269222139406619,3.56820572652893,0.214036367975725,2
"147",147,"Top of the Mint",0.149163081467798,-0.000200696141035905,5.98035017336607,0.19623713574399,9
"148",148,"Smooth Tales",0.100175745742354,-0.0203276841924354,4.47286703380143,0.239812707718255,1
"149",149,"Jack Bo",0.106835666997736,-0.0565372663009372,3.97690483196859,0.195069955465677,2
"150",150,"Fleet Warrior",0.108826306538379,-0.0434463501531397,5.37038406602795,0.270892683355372,2
"151",151,"Big Browning",0.114608788861149,-0.0403183501526804,4.09145866975355,0.278796360007268,3
"152",152,"Therisastormbrewin",0.132356821326459,-0.0462767800995212,6.47136715285568,0.225900734686921,5
"153",153,"Pour It Out",0.104019847302796,-0.0595973861111077,4.15377157126636,0.226507455480675,2
"154",154,"Fully Vested",0.128582267782084,-0.0310341184973642,4.47251486567795,0.23906351015172,2
"155",155,"Wegotoldyougotsold",0.126887951806988,-0.0484973802606269,4.0851488587366,0.227291710340318,2
"156",156,"The Caretaker",0.110337417255754,-0.0149358346637456,4.65371569991979,0.234420575972279,1
"157",157,"Bon Raison",0.113656718463019,-0.0129034010919824,4.34703285276331,0.232154884073424,4
"158",158,"Redyornothereicome",0.126201578941307,-0.0356073034814265,5.30189997640375,0.261354401996148,2
"159",159,"Forced",0.0717452513399034,-0.0887670512107464,2.84336940089182,0.222609104173815,3
"160",160,"Have Another",0.122675390957143,-0.0278998681530109,3.58924865124954,0.224139266158489,2
"161",161,"Kathryn the Wise",0.0914484331030232,-0.0190699688907717,3.3336820091866,0.212620724014288,3
"162",162,"Playinwiththeboys",0.0888923332177768,-0.0245095249404525,3.9434081011998,0.228339094259255,4
"163",163,"Pauseforthecause",0.109388843829927,-0.0278451366207059,4.24852372064901,0.215002404435302,4
"164",164,"Starlite Mission",0.108949541275352,-0.00985889863298675,4.12859315643474,0.228256588301452,4
"165",165,"Sunset Ridge",0.0881018810769554,-0.0166766299359635,3.23194299749314,0.245953421126224,3
"166",166,"Palladian Bridge",0.119471490518596,-0.0269944123926993,4.18373351007546,0.216370295940127,4
"167",167,"Silly Sister",0.0930923464907991,-0.0270713823474793,4.14130031908828,0.219990266108589,4
"168",168,"Byself",0.0179145635361682,-0.0235255159610735,3.73384292425991,0.309676415494248,6
"169",169,"Never Nevermore",0.0809918904936652,-0.0118610910939007,3.27141806219243,0.174578414463912,1
"170",170,"Raging Fire",0.0658241244018866,-0.0403569963262511,3.80988571953007,0.192056080456651,4
"171",171,"Bobby G",0.0761215816859318,-0.0112068856338167,3.50707935844109,0.268802177985292,3
"172",172,"Won't Be Missed",0.097380221727888,-0.0185638387158744,4.4172359010282,0.21444873243666,1
"173",173,"Storm Scat",0.0688334899226939,-0.0213056080964525,2.9121907978554,0.18348560607713,3
"174",174,"Carmine's Honor",0.0905877729388165,-0.0348723778016422,3.47243237256003,0.254868770817343,3
"175",175,"Rockin Jo",0.103932513801727,-0.0353897037476156,4.71502041614527,0.201733449277855,1
"176",176,"Double Deep",0.104669952743753,-0.0109101160934687,3.45198918281092,0.169200732931127,4
"177",177,"Rogue Nation",0.0919228965238757,-0.0141840783510092,3.89992808020615,0.211367555026997,4
"178",178,"Dooley",0.105653156643883,-0.017324015584017,4.2379827697766,0.22080962468239,4
"179",179,"Domain",0.0913297309563136,-0.0182335488594103,4.14321864194797,0.199538382464225,1
"180",180,"Chateau",0.128660762527856,-0.060874013986815,4.3997930034674,0.268198238307205,3
"181",181,"Ragnar Lothbrok",0.110397063849177,-0.0499337283355072,3.09121592360055,0.304750561884824,3
"182",182,"Latin Love Bug",0.137194924873394,-0.00518505023675746,6.14228675222581,0.247358097166455,5
"183",183,"Thefinalcrazydude",0.113740519619819,-0.052885253074488,4.69052616335974,0.206915666915688,2
"184",184,"I Love Jaxson",0.11244393368255,-0.0221059995825625,4.18267594059286,0.211036888655285,4
"185",185,"Siena Magic",0.150131232232766,-0.0290141725662036,4.33508145782036,0.218208233062157,2
"186",186,"Shanghai Check",0.145869061709143,-0.0145886424226755,3.38425410685688,0.254152510410589,2
"187",187,"Racing Raven",0.128055360460069,-0.0230654824986204,3.39751114327766,0.225819176325904,2
"188",188,"Bold Gem",0.115709085538558,0.000905545208297553,4.99389974641864,0.233546606026311,1
"189",189,"Alrahaal",0.092593134625933,-0.0321720336155941,5.1221553716326,0.225633651265586,1
"190",190,"Justinspeightofit",0.100567328973631,-0.024174913792683,4.28674257027541,0.19420004419434,1
"191",191,"Twelfthofneverland",0.101576135791104,-0.0118763113739454,3.56659730054262,0.183671646425121,4
"192",192,"Durkin's Call",0.098666179304837,-0.00597541795024072,4.77131544949567,0.213047967825021,1
"193",193,"Success Hurricane",0.0766042157930094,-0.0481659060660588,3.11201854734387,0.217159925266857,3
"194",194,"Letzgometz",0.0502398711018561,-0.0580220169254019,5.00072973336458,0.278241337428597,6
"195",195,"Classic Czar",0.153738934652826,-0.0507086409273793,4.35422839883055,0.266375072551567,7
"196",196,"Oh K Funnybone",0.0975280264512621,-0.0214708795132318,3.74009177312895,0.212598478142595,4
"197",197,"Poker Game",0.100585149688866,-0.0210162317672011,5.17278040763276,0.207402692616785,1
"198",198,"Awesome Adversary",0.089270199800177,-0.00755949943087033,4.07972278796196,0.206593926523776,1
"199",199,"Dash for Dollars",0.0787463214279543,-0.0213215898812654,3.28600797298869,0.211700999566938,3
"200",200,"Tazmonian Devil",0.0845719427522049,-0.0172442220692343,3.72233156275562,0.255289377544931,3
"201",201,"Shock Therapy",0.111854827380363,-0.00942631151083617,14.5514971547724,0.265859080969251,8
"202",202,"My Amanjena",0.0969596199882604,-0.00568968083626073,6.13649036625993,0.230536534500598,5
"203",203,"Marble Moon",0.0823618557435134,-0.0482870937016679,3.50513484722063,0.25009328225625,3
"204",204,"Sweet August Lady",0.100933687505207,-0.0218232985014117,3.73149271244449,0.242656283382253,4
"205",205,"Parlapiano",0.0975174732120974,-0.0436662049013768,4.90573257272788,0.262376589140994,2
"206",206,"Zecha",0.108847031204899,-0.0152519204768961,4.42223139806648,0.236128076549694,1
"207",207,"Solitary Gem",0.102401631887578,-0.0203608310805604,5.10102373251666,0.213074742931091,1
"208",208,"Tayler's the Boss",0.113370801435142,-0.0231303786837268,4.58456372363628,0.219006251022113,1
"209",209,"Third Card Down",0.117845983635092,-0.0324690393383575,3.95537148825607,0.21659708378884,2
"210",210,"Fingerpaint",0.0890059509062,-0.0230865181576831,3.47098996247712,0.205713950741571,4
"211",211,"She'saprettylady",0.046312642722007,-0.0654474202046384,3.1267382563498,0.188472873216283,3
"212",212,"Quietude",0.130159010686106,-0.0164991814682891,4.06392870219474,0.261656560235694,2
"213",213,"My Best Friend",0.152251067965151,-0.0608059976917556,3.81821471646562,0.242642849343899,7
"214",214,"Stabilize",0.134145145164375,-0.0253168431081718,3.8133147075007,0.216322666759112,2
"215",215,"Shak's Hidden Gem",0.106632486437253,-0.0172052046106251,4.4746896550952,0.212902913157538,1
"216",216,"Diamond Princess",0.117083487255559,-0.0552445457785377,3.55618988645996,0.192542122532346,2
"217",217,"Mary's Girl",0.12738684677871,-0.0251454754952615,4.30339582855487,0.216645643771861,2
"218",218,"Fiery Opal",0.0960489454053614,-0.034081330740388,3.97784029162808,0.220437989689567,4
"219",219,"Speightful Kitten",0.104169288002834,-0.0191269802037242,5.86810472581046,0.257507036019406,1
"220",220,"Tribecca",0.11323215702922,-0.0431704695882055,4.74109485846596,0.278035720451742,2
"221",221,"Sicilia Mike",0.133804770407001,-0.00490991885349956,4.09141001436995,0.228757229056485,4
"222",222,"Horoscope",0.110585800004987,-0.0121841990582791,4.45766005072634,0.240453456662785,1
"223",223,"Playthatfunnymusic",0.087108770987565,-0.0191092062887858,5.30892274598744,0.201101748822013,1
"224",224,"Arthur's Hope",0.10653594243289,-0.0505413818900706,4.15495398096876,0.208387974420148,2
"225",225,"Retonova",0.0502570039216965,-0.0909699228674417,2.91291983491322,0.301577023951869,6
"226",226,"Mascarello",0.0463490037388117,-0.0274866869550792,3.43979369265544,0.315176077499727,6
"227",227,"New Year's Wish",0.102008491250559,-0.0246406595874539,5.4500037581322,0.230459197296538,1
"228",228,"Smiles From Sadie",0.0870983792833485,-0.00740535294138429,4.02689671429897,0.189069072918492,1
"229",229,"Madame Barbarian",0.0994422556949986,-0.0116264541490167,3.9493381000927,0.211999146458706,4
"230",230,"She'sakittykat",0.0721759044670712,-0.0411559937842709,3.67914738631536,0.195778384886374,4
"231",231,"My Girl Annie",0.0927493273380427,-0.0321094919305772,4.04366155941855,0.220689698699203,4
"232",232,"Hexameter",0.123108519185215,-0.0349332344629044,4.23855631714254,0.211356951882209,2
"233",233,"Battle of Saratoga",0.0721713927780292,-0.0171750805880653,3.21602940838186,0.260385202435855,3
"234",234,"Golconda",0.091252075165044,-0.00768946569810995,3.89205421451779,0.198955365678646,1
"235",235,"Killala Bay",0.103757109426689,-0.0190215475906257,3.99769422872551,0.209128177374488,4
"236",236,"Scrutinize",0.0987790060792494,-0.0100773914262425,4.46945890354215,0.1997069666561,1
"237",237,"Run for Boston",0.0967890545473832,-0.00421147007916289,4.43487345576683,0.205757255450886,1
"238",238,"Call the Cat",0.0888430492034173,-0.026034385885329,4.17021797010243,0.200572586181423,1
"239",239,"Well in Tune",0.0767752169518933,-0.0316898788929163,4.53350536440113,0.202953141594396,1
"240",240,"Pragmatist",0.118384413723153,-0.0017256351132811,3.73365348744534,0.211765236015406,4
"241",241,"Shiloh Lane",0.100322445672724,-0.00685397019094974,3.88492490153935,0.191448979358138,1
"242",242,"The Venerable Bede",0.0803960462189447,-0.0635773737166506,4.45822837606822,0.234554269529585,4
"243",243,"Linns Boy",0.102393419674396,-0.0160872575293591,4.54474232171476,0.22431101878532,1
"244",244,"Mintz",0.0875503706520165,-0.0217206135021123,3.79325179492972,0.188172380902644,1
"245",245,"Master Distiller",0.118587115536229,-0.0588601913394982,4.01756649386732,0.342771690114164,6
"246",246,"Iona Mobe",0.0904018279774673,-0.0610797993666476,3.4169558345912,0.195789631970926,3
"247",247,"Into a Hot Spot",0.113399126092355,-0.0372933792680009,4.51921753585867,0.337623219276903,6
"248",248,"Starry Rose",0.113630074406443,-0.0450224053843853,3.53584793696967,0.236582367175338,3
"249",249,"Getyourmindright",0.100840528980298,-0.0647980705346502,2.8930462011282,0.209464970323124,3
"250",250,"Science Fiction",0.154232626975939,-0.038870135494864,4.4558656758948,0.235932496147926,2
"251",251,"Free Kitty",0.104404793354739,-0.0325997235627319,5.37815006642783,0.222490930279978,1
"252",252,"Forever Daisy",0.12425155633463,-0.0329334145509211,3.77247249055885,0.203502587163693,2
"253",253,"Party in the Sand",0.109241645259686,-0.0122243872904069,4.73054055996672,0.213924545088541,1
"254",254,"Alley to Calvary",0.13104729544859,0.00411673134695907,6.35392663981468,0.249526673807334,5
"255",255,"Sweet Like Char",0.125682783263428,-0.0213680361314393,4.08537022713254,0.216928849802354,2
"256",256,"Kingdom's Queen",0.103343469414433,-0.00895791513205937,4.799984784921,0.206288483383606,1
"257",257,"Lady Hester",0.0603878642821915,-0.0377366565890453,2.82287476825531,0.196690349302779,3
"258",258,"War of the States",0.0944031608208883,-0.0508582670642536,3.48807499853036,0.178762234076815,3
"259",259,"Communal",0.058956006032804,-0.036697460414128,2.71209458933667,0.152950795453699,3
"260",260,"Taking Aim",0.0456194656722992,-0.0622372534709865,2.83209364192222,0.193806547799329,3
"261",261,"Cookie Crisp",0.127802843556266,-0.00292706933677225,3.50756964834364,0.171014921961846,4
"262",262,"Purchasing Power",0.10558453864044,-0.0107867572675692,4.54419172623481,0.209539479429476,1
"263",263,"Never Before",0.130477817845338,-0.00341058263714128,3.49506540107911,0.174870611600549,4
"264",264,"Curlin's New Moon",0.0943641366468778,-0.0151872217751866,4.09421128839945,0.192068289668985,1
"265",265,"Inalienable Rights",0.100791903373013,-0.0359100051099254,4.05913993374389,0.22413841986957,4
"266",266,"Change of Venue",0.119023395829016,-0.0200809897288884,3.90885510954456,0.186056704469147,4
"267",267,"Flush",0.105305779043156,-0.0099337958611656,4.33495058572516,0.223843728902261,1
"268",268,"Awillaway",0.11603167028556,-0.0576192465162219,3.63683714151939,0.200770778290476,2
"269",269,"Wall Street Annie",0.101641080785071,-0.0205322994153884,2.67933995900093,0.169826339485321,3
"270",270,"Alvernia",0.103814653435954,-0.0254211134894449,5.67640688611606,0.220209190773787,1
"271",271,"True Prosperity",0.101062314093736,-0.015047101183866,3.41135332756651,0.194262406706843,4
"272",272,"Tripp Road",0.115479236723869,-0.00608738843550642,3.00057212549286,0.229896111954138,3
"273",273,"Daria's Angel",0.074992067760435,-0.0280882754800855,3.89723393753877,0.217719321289246,4
"274",274,"Stay Fond",0.0874581278647522,-0.0170783712250674,5.68363840990328,0.204976718778478,5
"275",275,"Not About the Nail",0.0971183779554006,-0.0220505226477788,3.92032581180317,0.198366981340818,4
"276",276,"Harkness",0.136291329339846,-0.0215336098666212,4.77543970807766,0.246903760645577,2
"277",277,"Ipanema Beach",0.0988424472727216,-0.0361952342833721,3.612995427269,0.161613593693981,4
