"","horse_id","horse_name","median_total_strain","min_avg_strain","iqr_total_strain","min_total_strain","sd_avg_strain","cluster"
"24",24,"Roaming Union",-0.0282817957977273,-4,0.501743850255605,-15.1556862818808,4.32002390678879,5
"25",25,"Bronx Sandman",-0.184563477956482,-4,0.389868192850983,-18.715588517885,9.3466910287622,7
"26",26,"Carrera Cat",-0.0764618991612798,-3.42747913998208,0.593515435045801,-20.5648748398925,4.8048284677153,8
"27",27,"Gentle Annie",-0.064538528274311,-3.12440048825966,0.451364415020288,-16.0723189053175,4.9371997011581,8
"28",28,"Passporttovictory",-0.126015003476746,-3.57891580227984,0.492537713729051,-25.0524106159589,4.70178922406728,1
"29",29,"Miss Marion",-0.108556188888372,-3.01542320823799,0.385276199749904,-18.0925392494279,6.5701275563875,2
"30",30,"Scorpion Bowl",-0.161774289546902,-3.12404614469669,0.44545959717617,-18.7442768681802,5.33707380674094,4
"31",31,"Southern Fried Fun",-0.139924849004357,-3.22778911556292,0.587842811585685,-19.3667346933775,3.84106198536,4
"32",32,"Pinchbeck",-0.0404203101118906,-4,0.420717790843078,-24.2375279495384,3.10032207480894,5
"33",33,"Stone Breaker",-0.142442543780924,-3.12933190318254,0.430449364000795,-18.7759914190952,5.02704702787228,4
"34",34,"Papa Jim",-0.0637907656759929,-2.97235543691229,0.454867451532442,-19.6951075143002,4.21006921428546,8
"35",35,"Dr. Lloyd",-0.178941992212956,-4,0.644502189200097,-37.962311944212,8.19366609926594,2
"36",36,"Dollarsforpennies",-0.0405602966674362,-2.56703326516646,0.507975943344894,-15.4021995909988,3.46579726424115,8
"37",37,"Simbasalltrouble",-0.108781824714025,-2.79331041792714,0.560426969472769,-23.3781505324661,3.63208064271609,4
"38",38,"Straphanger",-0.180527219382012,-4,0.627993797167989,-28.4975401255631,6.04452361244731,5
"39",39,"Lettercarrierhenry",-0.110104394954308,-4,0.452287130418891,-23.0594296316939,3.97907472749854,5
"40",40,"Flat Calm",-0.0776467831692778,-4,0.424163594006653,-15.8291243738379,2.58622806272546,5
"41",41,"Timely Tradition",-0.0951392878516864,-2.91613856822679,0.443495322107054,-20.9669106566639,2.73886234527293,1
"42",42,"My Roxy Girl",-0.0231605119516751,-4,0.513169410423059,-18.3613722471977,1.79306104770724,5
"43",43,"Fair Regis",-0.0487508221204765,-3.22592237523708,0.561120479750582,-19.3555342514225,2.87306893031825,1
"44",44,"Baby Boss",-0.0787071549919403,-4,0.644346613123555,-21.3315390584017,2.62808083189269,5
"45",45,"Moondance Joy",-0.0753397785821591,-3.33956562888263,0.43337494449814,-18.8361709705158,8.79629384513246,6
"46",46,"Ribbonite",-0.12432187153482,-4,0.391599159912236,-21.6928535417323,6.93677530742361,5
"47",47,"Mind Control",-0.0440816389401259,-2.98311214204472,0.451212349552504,-18.8796703023808,2.75329380478251,1
"48",48,"Our Braintrust",-0.0377366598849892,-3.3705364423324,0.563570543130981,-16.852682211662,1.84802221401774,1
"49",49,"Family Biz",-0.0654786068763911,-4,0.484574702636768,-19.810957535509,3.0026642375368,5
"50",50,"Gates of Dawn",-0.0454933996025295,-3.75156371368599,0.678003743620461,-22.5093822821159,5.64330122481692,8
"51",51,"Souper Jackpot",-0.0591060786870724,-2.62053053646885,0.64514986269386,-13.1026526823443,1.95626127206857,4
"52",52,"Direct Order",-0.0697084690814492,-4,0.514885213502897,-18.8017747452695,9.93165379769976,6
"53",53,"Alright Alright",-0.0177750928470052,-1.56415853691388,0.609389949381196,-12.513268295311,0.89224692799315,2
"54",54,"For Pops",-0.0501420637591119,-4,0.622199324154676,-12.477870020037,3.34767250890989,5
"55",55,"Bitumen",-0.0523791496890282,-4,0.614474731531945,-16.7868137232582,3.7920498540571,5
"56",56,"The Great Samurai",-0.0114736708030014,-2.70736572830909,0.568803663780135,-16.2441943698546,2.2063571440161,8
"57",57,"Samadi Sky",-0.0411303294887183,-2.80963501012783,0.514164227795334,-19.6441632734411,2.75728153577402,8
"58",58,"Dancetrack",-0.0511904125139464,-2.88580753077227,0.513666765241358,-12.9304235432647,2.12308230700454,1
"59",59,"Conquest Prankster",0.00910296732624101,-2.01980170070302,0.547312205765206,-16.1584136056241,1.49683802849957,8
"60",60,"Crafty Concorde",-0.0868566405537222,-3.00164036745782,0.700478601606105,-24.0131229396626,2.95015999118372,1
"61",61,"Fifty Eight O G",-0.0902711930676856,-4,0.575037076386023,-24.9773888093283,2.60169579107571,5
"62",62,"Excess Capacity",-0.10300050009653,-3.61266453418018,0.541637639687101,-25.7194285931038,6.28526692458435,8
"63",63,"Paynterbynumbers",-0.109763019309197,-4,0.450703324477694,-17.5470200061125,4.87173974974065,5
"64",64,"Fancy That",-0.0277388396564595,-4,0.55754596898755,-17.5070674476592,6.30199251664784,5
"65",65,"She'll Do",-0.0670798683970982,-2.76182822936386,0.392166651226388,-13.8091411468193,3.51265720682846,1
"66",66,"Silk Assassin",-0.0923144257184369,-2.74632616988116,0.261463216790001,-13.7316308494058,4.08384790398577,4
"67",67,"Moon and Stars",-0.0739576961151185,-3.0224673437707,0.417411607309947,-12.129535962762,3.77498623093004,1
"68",68,"Tikhvin Flew",-0.107385654324383,-3.27068503119752,0.670216914905728,-22.5389664731532,3.45513772529415,1
"69",69,"Pulsate",-0.0349937241096891,-2.8620019916991,0.609915055389026,-19.951323694441,2.45382298988219,1
"70",70,"Spun to Run",-0.119706349388295,-2.29264642649451,0.590331741894246,-22.926464264945,2.32935636768754,3
"71",71,"Classic Romeo",-0.0338311102447655,-3.02025124546057,0.391996883152574,-15.1012562273028,3.00169497199701,8
"72",72,"U R Not So Bad",-0.0876023103729219,-2.30067384753419,0.505013870305705,-18.4053907802735,3.230421408386,4
"73",73,"Jake Rocks",-0.0792873065727159,-4,0.561103617540585,-21.0728440751412,2.53414658888078,5
"74",74,"Speed Khaleesi",-0.0250496036025734,-2.78582773552725,0.550159222757301,-14.3386745468152,2.29075813468305,1
"75",75,"Stay Good",-0.0235122301867059,-2.36238754861214,0.403093531674693,-11.8119377430607,2.87455372137379,8
"76",76,"Caitriona",-0.153657180823061,-2.40247400052453,0.533800887701593,-24.0247400052453,3.63626598419491,3
"77",77,"Diamond Jen Brady",-0.0387555545335185,-2.29657243109298,0.573782109815303,-16.0760070176508,1.51068506887486,4
"78",78,"Somethingwithlilly",-0.0452075918195831,-2.15654745237681,0.378840247350126,-10.782737261884,1.63764865554633,4
"79",79,"Aly's All Out",-0.105172724100711,-4,0.453358280166425,-14.3209449604587,2.87099713510964,5
"80",80,"Regal Retort",-0.0904519180994223,-3.01032303924106,0.400184834806933,-16.8715456061403,4.78448004339075,1
"81",81,"Free Coffee",-0.0684858601815273,-4,0.312956609148553,-11.9326501519504,4.3129209494188,5
"82",82,"Dizzy",-0.108652598763581,-2.62412090534121,0.4519000694463,-16.1922768484009,7.52446151182383,7
"83",83,"Whyisshesoolucky",-0.0834703225305764,-4,0.532069236076965,-22.6487201298615,3.70592515400927,5
"84",84,"Stay Smart",-0.102528352347353,-3.01805198092211,0.543820430771401,-21.1263638664548,3.60570752436785,1
"85",85,"Irish Banker",-0.0976402496432225,-4,0.468835948439322,-32.3115161423869,4.90978522845794,5
"86",86,"Miss Allison",-0.20319740476515,-4,0.373282479989178,-23.222527281069,15.7021512783429,9
"87",87,"Turco Bravo (CHI)",-0.0456518838485979,-4,0.446284141819621,-21.5331960249795,3.21314458122614,5
"88",88,"Let Me Go First",-0.0742680900676215,-3.92024185393109,0.468073875276052,-31.3619348314487,14.3800253175238,7
"89",89,"Admiral Blue",-0.0486942338868635,-3.04743812435161,0.340880332441426,-21.3320668704613,3.10726686259427,8
"90",90,"Halloween Horror",-0.0249097094203086,-2.9947720857258,0.421109918477703,-24.9513894201385,3.13489247828573,8
"91",91,"Shamcat",-0.0237492558980534,-3.6697165884124,0.545761048764124,-24.1476539537708,4.21575601577783,8
"92",92,"Indian Guide",-0.0505700754519461,-4,0.480020603150616,-21.4197116670677,3.52592455718215,5
"93",93,"Outplay",-0.0605214519720894,-3.00977749089513,0.44342888399138,-18.0586649453708,4.25211338279713,8
"94",94,"Dublinthepleasure",-0.0159961181208986,-2.9432482268937,0.521157982769343,-23.2797891992633,3.63926695285128,8
"95",95,"Shalako",-0.0628243905802927,-4,0.541301494543919,-23.9044415204774,4.11983755076381,5
"96",96,"Toohottoevenspeak",-0.0559088417853337,-4,0.4489521014036,-23.3573775259244,3.56597804569436,5
"97",97,"Its All Relevant",-0.12159561136811,-4,0.454970744272741,-25.7808936846957,4.44694489605774,5
"98",98,"E J's Legacy",-0.11799179402666,-4,0.53937451127412,-18.2833246974123,5.31085413823139,5
"99",99,"Fifty",-0.0534761557353371,-3.78492133184857,0.769020720935877,-22.7095279910914,5.7444122520888,6
"100",100,"Gio d'Oro",-0.0468886499772737,-2.40703712460495,0.552824415351255,-15.0814278052682,3.08698197547703,2
"101",101,"Blugrascat's Smile",-0.0430176925339832,-4,0.469473187806109,-23.8388794966576,2.62047663852825,5
"102",102,"Storm Prophet",-0.0460453173046653,-2.88067702797785,0.486200013716461,-19.8880118445393,2.37585169218365,1
"103",103,"Cause I'm Alex",-0.0349091701671982,-3.06861953133683,0.437966062067037,-24.5489562506947,3.77193526325307,8
"104",104,"Papa Shot",-0.0308472038740523,-2.79385860432245,0.385977225865436,-18.8839404188355,2.16826026806219,8
"105",105,"Singapore Trader",-0.0489310444921358,-4,0.574481956788488,-19.6145510904837,3.71996067393751,5
"106",106,"Midnight Crossing",-0.0850861341840566,-4,0.599775998536855,-21.8432324802158,3.40369788666462,5
"107",107,"Mrs Vargas",-0.0918165646102346,-2.3794123419125,0.526593797491149,-16.5758462382237,2.11685435883787,4
"108",108,"Know Point Given",-0.113689845603086,-4,0.445598325197648,-25.1578140000327,7.15005295464145,5
"109",109,"Frosty Linz",-0.034606262437327,-3.03161389241741,0.576435094858091,-21.7672180379136,2.55757429772078,8
"110",110,"Flying Pleasantly",-0.0907055092380861,-4,0.552409719655431,-29.3681309638734,4.75267345847248,5
"111",111,"Way Over Budget",-0.050948078784852,-2.67446725582077,0.56384347356202,-16.1028698994256,3.1153738916504,1
"112",112,"Big Expense",-0.0922611030767227,-4,0.561440523788624,-28.4133812140455,3.99877174392084,5
"113",113,"Needs No Ice",-0.0738459123978569,-4,0.388669542864047,-17.4660032959183,4.59124434453961,5
"114",114,"Promise Me Roses",-0.0869002739055335,-4,0.559349681426576,-33.2200227668487,10.1147699080762,6
"115",115,"Low Is Laine",-0.093029650529028,-4,0.488096050206203,-25.3873729644238,5.77585588353932,5
"116",116,"Got the Gist",-0.114989092851676,-3.25541219152515,0.579682009477257,-35.8095341067766,7.86987675752226,6
"117",117,"Reyana Reya Dreams",-0.0924417389042016,-3.26500730504307,0.406458259191398,-24.9168418576048,3.80706428242823,1
"118",118,"Youmakemeblush",-0.0501583975388924,-2.82172593866785,0.383135370381434,-8.95519679427063,1.57426122449853,4
"119",119,"Monteleone",-0.0564745337969372,-3.36073134915602,0.473859002944373,-16.8036567457801,3.07373549573857,1
"120",120,"Trustworthy",-0.0430342326066013,-2.3841751700872,0.445394249942619,-13.2937273079057,2.31636962174821,4
"121",121,"Unpredictable",-0.0469266197231306,-3.45500859387175,0.398425500645393,-17.2750429693588,4.12940978763918,8
"122",122,"Playwright",-0.0228427492289762,-2.87213443512385,0.456632210630899,-25.2441190154544,3.23727611509833,8
"123",123,"Expert",-0.0537416947308258,-3.265504492913,0.522018862692835,-24.4700217828368,3.28088391112211,8
"124",124,"Stronger",-0.0989506017448679,-4,0.44240802134104,-16.1031793966866,3.54825229936585,5
"125",125,"Intoxicologist",-0.115905810149915,-3.08401235422396,0.555562525838133,-23.3809042764306,3.01743978207227,4
"126",126,"Delta Gamma",-0.108820203660366,-4,0.532837145362305,-30.5442039603119,6.21646751826088,5
"127",127,"Cornetta's Choice",-0.125787355766686,-2.94327589269217,0.433903308545321,-17.9310741914253,2.70224971861164,4
"128",128,"Bee'snbee's",-0.053069949342373,-3.26850402247123,0.488478007346404,-22.8795281572986,4.16765592941299,8
"129",129,"Winifred J",-0.140742449125864,-3.69268358157349,0.743023501786185,-29.5414686525879,4.76957598800714,1
"130",130,"Sarah's Rainbow",-0.0908179365347837,-4,0.45274977670258,-34.0408482990593,6.72993681565907,5
"131",131,"Turn and Bern",-0.0555204018908923,-3.54302702392771,0.426923473943193,-18.3548433194827,4.39106509294599,8
"132",132,"Anne's Song",-0.109858671350061,-4,0.555933775713762,-31.2999910308815,14.2990190614405,7
"133",133,"Bourbon High",-0.101646553831953,-3.17027961126827,0.510748080691796,-23.7406420237073,3.20786453110381,1
"134",134,"Joule",-0.0868236594744297,-4,0.474107580774881,-25.5165082985505,4.64753682219641,5
"135",135,"Overtime Olivia",-0.0853862504181584,-4,0.646442849795351,-22.3548108667417,2.84281923980209,5
"136",136,"Dreamers and Me",-0.153583541841249,-2.44692077046981,0.368992585162548,-17.1284453932886,3.50498232192648,3
"137",137,"Mrs. Orb",-0.0616616349212082,-3.1743117793628,0.572371108485082,-30.1645759757115,3.13140448498451,8
"138",138,"Sonic Force",-0.190819495681188,-4,0.484623010373392,-25.4929738694664,14.4790725609896,7
"139",139,"Eye Luv Lulu",-0.0395410994548228,-2.87607343760113,0.48323584826013,-18.0495469181562,2.8656413213117,8
"140",140,"Almithmaar",-0.0477164340902937,-2.81983058600812,0.474252583236904,-14.0991529300406,1.84117189595692,1
"141",141,"Preservationist",-0.0240978394945523,-3.05290365577012,0.486242045842196,-30.5290365577012,2.68984886505655,8
"142",142,"Reed Kan",-0.071195811240962,-4,0.448862789560793,-14.7227557994431,4.13456355347895,5
"143",143,"Still Krz",-0.0614743831237495,-2.83438805027879,0.424450747043343,-14.7990499755708,3.2394576719381,1
"144",144,"Angry Moon",-0.0624056373691444,-4,0.531426237149694,-17.7366907282519,2.80275938703358,5
"145",145,"Hushion",-0.0822218508905588,-4,0.550695952134737,-33.7789512570072,3.61886832145431,5
"146",146,"Castle Casanova",-0.0765943783810166,-3.28111559578716,0.448562049630446,-17.8739563855634,3.42883561567296,1
"147",147,"Top of the Mint",-0.106050362091737,-2.71318743898535,0.508050133859505,-23.7041193135171,2.78586961650871,4
"148",148,"Smooth Tales",-0.0733084025037695,-2.42264736403138,0.802274419730206,-19.3811789122511,2.34003234719824,4
"149",149,"Jack Bo",-0.121202658335713,-4,0.510503674175297,-24.8479658904948,4.69396141730467,5
"150",150,"Fleet Warrior",-0.124207414273848,-4,0.601500466634309,-34.4915606098795,7.8888740280459,6
"151",151,"Big Browning",-0.0921214882253611,-4,0.698662820581351,-25.885283584727,3.08752146101921,5
"152",152,"Therisastormbrewin",-0.163784726360536,-4,0.576241904815126,-20.1143964131341,3.37168807922572,5
"153",153,"Pour It Out",-0.203773516566698,-4,0.543522706711315,-24.3914951677331,10.4793414770922,7
"154",154,"Fully Vested",-0.107975700502575,-4,0.469189055575238,-20.2556434102103,2.97725098207566,5
"155",155,"Wegotoldyougotsold",-0.0454486206143577,-2.54825701845239,0.463721839584089,-13.7394082630677,1.29028147092421,4
"156",156,"The Caretaker",-0.0764358000853256,-3.30195396407397,0.559132054505601,-22.1829011414951,3.04875210685686,1
"157",157,"Bon Raison",-0.0640393534970097,-4,0.478758749601741,-20.1587924256447,3.60347013393748,5
"158",158,"Redyornothereicome",-0.0165125902745421,-4,0.515175864008314,-22.1701244884756,2.51431665252895,5
"159",159,"Forced",-0.0758465842669305,-1.83502662800835,0.482917943621271,-11.0101597680501,2.3771146945689,3
"160",160,"Have Another",-0.0740321273230531,-4,0.441612337605699,-20.9886922069909,4.806223003429,5
"161",161,"Kathryn the Wise",-0.151355384573199,-3.55252527822369,0.424106489506948,-24.8676769475658,5.46552111220641,1
"162",162,"Playinwiththeboys",-0.0746985534563922,-4,0.473000624755405,-20.806726406794,3.36291032222438,5
"163",163,"Pauseforthecause",-0.0864321997321115,-3.32219235575085,0.442589154928729,-20.9336563321821,3.25029598978189,1
"164",164,"Starlite Mission",-0.0646348866769541,-3.09377654848169,0.478754823908308,-18.5626592908901,3.28751011640802,1
"165",165,"Sunset Ridge",-0.107235687626369,-2.8215925354514,0.548177672741077,-19.7511477481598,3.50413855832107,4
"166",166,"Palladian Bridge",-0.132875524253684,-3.14567643895859,0.52099013164605,-22.0197350727101,3.66323632065442,4
"167",167,"Silly Sister",-0.165895411258545,-3.34962892664384,0.423122664082493,-23.4474024865069,5.89486780585278,4
"168",168,"Byself",-0.181501288452986,-4,0.879532474048219,-24.7556297073059,6.57089987384749,5
"169",169,"Never Nevermore",-0.113436158339812,-3.50225637335117,0.41990698471866,-17.5112818667558,5.23712756553911,1
"170",170,"Raging Fire",-0.0860164745144297,-3.68616431128885,0.566696890333881,-25.803150179022,6.02860054478384,8
"171",171,"Bobby G",-0.0512813990821834,-1.87424348205202,0.483951626808588,-11.2454608923121,2.55557942150782,2
"172",172,"Won't Be Missed",-0.0680334781310233,-4,0.55674931813924,-31.9758804253975,5.26149748456155,5
"173",173,"Storm Scat",-0.00173627145454618,-2.09917770985461,0.55347815963139,-17.8561451168701,2.99316178136829,6
"174",174,"Carmine's Honor",-0.0422524210789763,-3.02766260800751,0.491125961813034,-25.2072664266399,4.90517704441339,8
"175",175,"Rockin Jo",-0.0763987958329122,-4,0.612425671160038,-26.7338751217407,6.21073913973016,5
"176",176,"Double Deep",-0.0450352804078822,-2.63549060411962,0.522792925296529,-28.9903966453159,2.34022503090327,8
"177",177,"Rogue Nation",-0.0301620038323575,-2.78683856726071,0.369936001769426,-13.9341928363035,2.89513821932116,8
"178",178,"Dooley",-0.044740614911807,-4,0.451409703469229,-24.9856071599772,3.69317559565829,5
"179",179,"Domain",-0.0362514979536962,-4,0.407213184090837,-18.8183295456198,2.52561222898704,5
"180",180,"Chateau",-0.0981518160779482,-3.43441688235608,0.368980563477748,-19.7588673606279,4.96042499832415,1
"181",181,"Ragnar Lothbrok",-0.103036562468592,-3.0448623848575,0.304069592728247,-12.17944953943,4.47708350903878,4
"182",182,"Latin Love Bug",-0.0470470085788033,-3.42006705307806,0.59589824735175,-25.672914910109,3.10760388853275,8
"183",183,"Thefinalcrazydude",-0.0524103683327557,-2.93727975344013,0.513412584073061,-25.1379011032501,3.99261536534306,8
"184",184,"I Love Jaxson",-0.0935310539769251,-4,0.519458894708407,-24.1437700385875,10.8407628297465,6
"185",185,"Siena Magic",-0.0656773123994086,-2.9281940503741,0.402693490713149,-14.6409702518705,4.64143272817932,8
"186",186,"Shanghai Check",-0.0661044058437497,-2.53256333055706,0.423898825609273,-12.6628166527853,3.03587297428316,4
"187",187,"Racing Raven",-0.0901346306905704,-3.26784139988955,0.469686632292498,-17.5926075925949,2.54096040123909,1
"188",188,"Bold Gem",-0.0217890151874475,-2.27370056502097,0.620442750094591,-18.4302708889094,2.08909595965619,2
"189",189,"Alrahaal",-0.100666830645589,-4,0.497005167805046,-21.765717119565,3.05619745834925,5
"190",190,"Justinspeightofit",-0.119437009460951,-4,0.40215428070001,-20.9833087673665,5.96793339545053,5
"191",191,"Twelfthofneverland",-0.0424389956805918,-2.44043427938432,0.454225508509739,-12.2021713969216,2.16484473471001,4
"192",192,"Durkin's Call",-0.0460199451333313,-4,0.473128468687458,-26.288288469905,6.30990506515877,5
"193",193,"Success Hurricane",-0.0873627785498123,-4,0.481333568131433,-10.5743065623867,14.3918522630525,9
"194",194,"Letzgometz",-0.0854754469095605,-4,0.568695412564105,-13.0853907973407,10.2937041307871,7
"195",195,"Classic Czar",-0.28162169462921,-4,0.71750032628933,-23.1695579267576,12.2023634956475,9
"196",196,"Oh K Funnybone",-0.0372731061331591,-3.12018433371407,0.48949194877357,-24.5073679272,3.56595312453513,8
"197",197,"Poker Game",-0.0644093379570003,-3.19244264026739,0.553935035195187,-21.6450056199338,3.75978046478672,1
"198",198,"Awesome Adversary",-0.0745252296987499,-2.99935701358065,0.614312681494119,-29.9935701358065,3.50655999502381,8
"199",199,"Dash for Dollars",-0.100428546669802,-2.85242405333611,0.504370744714299,-27.7966449937576,3.28189254632728,1
"200",200,"Tazmonian Devil",-0.0955273958189265,-4,0.556865197627426,-27.7855851276919,5.09138097101575,5
"201",201,"Shock Therapy",-0.0796598610717656,-3.72095188569315,0.633489833136415,-26.7070620221304,5.35163254036002,8
"202",202,"My Amanjena",-0.0468873325482435,-4,0.673189004747706,-28.8435489534845,3.68565082415863,5
"203",203,"Marble Moon",-0.25957311396968,-4,0.433387088317055,-26.7481466483707,14.4189358960648,9
"204",204,"Sweet August Lady",-0.0782060887136331,-3.51945213432245,0.452085463523302,-24.0765273583402,4.58828438039301,8
"205",205,"Parlapiano",-0.116808488604075,-4,0.526473155252055,-23.0058785478242,4.87108959989035,5
"206",206,"Zecha",-0.0877500534881257,-4,0.470247902000193,-22.995008799608,3.07574657963375,5
"207",207,"Solitary Gem",-0.0507762625552682,-2.96317649063024,0.538812637555207,-18.4140788846011,2.80629383558141,1
"208",208,"Tayler's the Boss",-0.0564396990837814,-2.72022380751032,0.551294471608518,-24.6126410723779,2.87745616670533,8
"209",209,"Third Card Down",-0.05662729823015,-3.40130958318379,0.505733576163446,-22.9454009055718,3.2934550489432,1
"210",210,"Fingerpaint",-0.124556782812322,-3.17908486553455,0.424109764472776,-22.2535940587419,4.61871579704445,1
"211",211,"She'saprettylady",-0.312792529557995,-4,0.550631662200393,-25.2792265453302,6.74607295177103,5
"212",212,"Quietude",-0.0979287798005608,-3.30935646150734,0.640003810908314,-28.8985194491641,4.19760426291784,1
"213",213,"My Best Friend",-0.0687655013951149,-3.14032227944976,0.413646240591282,-15.7016113972488,4.57079971527596,8
"214",214,"Stabilize",-0.0618732092861113,-3.13944318635775,0.472658879761821,-15.6972159317887,2.81641145859499,1
"215",215,"Shak's Hidden Gem",-0.0452867833341789,-3.33770674896668,0.484969546946903,-18.7182868385582,2.38397912702265,1
"216",216,"Diamond Princess",-0.0527447695489278,-3.02001650197355,0.3794358750327,-13.9306757334806,2.17152781076582,1
"217",217,"Mary's Girl",-0.0844552503639635,-2.81089960161194,0.558698776661591,-28.4278588324957,5.79540929311762,6
"218",218,"Fiery Opal",-0.0776458581556458,-4,0.570997630430521,-28.4922077989727,2.75755868830522,5
"219",219,"Speightful Kitten",-0.0974833891719544,-4,0.467839935897063,-18.9678986424413,6.50117097214608,5
"220",220,"Tribecca",-0.0458126907893506,-4,0.558060737993989,-27.0961503638212,7.48426060555221,6
"221",221,"Sicilia Mike",-0.0480788328706272,-3.17916100250734,0.504180623007705,-32.3758453742662,3.42534409105645,8
"222",222,"Horoscope",-0.0729720909992082,-2.79852183707836,0.452040242638682,-13.9926091853918,2.82696546945677,4
"223",223,"Playthatfunnymusic",-0.0717907071256992,-4,0.508650129231822,-23.0936824568454,4.56717008539106,5
"224",224,"Arthur's Hope",-0.0494920977256029,-2.79976455599824,0.554412613157484,-27.9976455599824,2.7034507966395,8
"225",225,"Retonova",-0.166941053563108,-3.07888898195037,0.69300571911875,-24.631111855603,2.32760708866689,3
"226",226,"Mascarello",-0.173127098330831,-4,0.681687015134237,-24.5804695211606,3.46867106947683,5
"227",227,"New Year's Wish",-0.0500331292582139,-4,0.454916320886842,-16.1107169049196,3.23331456001157,5
"228",228,"Smiles From Sadie",-0.0701039077809217,-4,0.427288096014425,-29.5618002557964,3.50005541187576,5
"229",229,"Madame Barbarian",-0.0207072104075694,-4,0.49376248697995,-16.7905222119213,3.00879316726247,5
"230",230,"She'sakittykat",-0.0967093873665372,-4,0.413656884172639,-19.017640611946,9.46093612142111,6
"231",231,"My Girl Annie",-0.10796198058389,-4,0.501415129305306,-23.8326173908863,3.61812137313321,5
"232",232,"Hexameter",-0.055169582672973,-4,0.451475878819391,-16.920129737086,2.28034714198185,5
"233",233,"Battle of Saratoga",-0.0602785610100401,-3.39959501723834,0.405699952541234,-13.5983800689534,3.12536018942939,1
"234",234,"Golconda",-0.0267621235075573,-4,0.533459908479767,-21.5734248705497,4.28039189354944,5
"235",235,"Killala Bay",-0.0507133946124273,-3.18976056317211,0.410303658851222,-14.0432533487797,4.22692533629621,8
"236",236,"Scrutinize",-0.0421028766054522,-4,0.47356917996867,-23.7075375281753,3.58495925792134,5
"237",237,"Run for Boston",-0.0306279440924282,-3.4408563330229,0.538681529099617,-20.6451379981374,4.89204030436152,8
"238",238,"Call the Cat",-0.0611988951697855,-4,0.531709305501504,-26.8132676124113,3.78483177116471,5
"239",239,"Well in Tune",-0.0615301658614667,-4,0.468798688754512,-27.0617458262504,4.48418801566194,5
"240",240,"Pragmatist",-0.0163120386696693,-3.4929503201921,0.293451465912447,-17.4647516009605,7.25558500301995,6
"241",241,"Shiloh Lane",-0.0500215268093123,-4,0.458400525126562,-35.2732477352487,5.26084160844282,5
"242",242,"The Venerable Bede",-0.0310536081589189,-2.99482939840136,0.382129509258901,-14.9741469920068,5.07529386242896,8
"243",243,"Linns Boy",-0.111960943374583,-4,0.461211667622844,-36.1465472507084,6.93349428685132,5
"244",244,"Mintz",-0.0349220720159328,-3.58566254773211,0.451816857921497,-28.6853003818569,4.1254514373142,8
