"","horse_id","horse_name","sd_avg_strain","sd_total_strain","range_acceleration","max_acceleration","iqr_speed","max_avg_strain","iqr_acceleration","iqr_total_strain","mean_acceleration","min_speed","mean_speed","median_speed","min_total_strain","min_avg_strain","median_acceleration","iqr_avg_strain","median_avg_strain","cluster"
"11",11,"Tammany Giant",2.47295172124009,16.5473512930025,2.83533829139334,2.41541435673008,2.6272210449957,23.5894281180103,0.231406123105613,0.5072197136868,0.072422947986172,7.4113777078457,16.3090350664816,16.3131239404743,-21.8397902211149,-4,-0.0546957028435726,0.0670681100847179,-0.0252561403913623,8
"12",12,"Call It a Truce",3.23450063662096,22.6415044563467,3.62894340347709,3.25156853642235,1.93154345101598,14.1586019655724,0.206719957676438,0.548663810035785,0.168931813701793,3.0503416027378,16.3062072849427,16.6011178957387,-20.838313864671,-2.97690198066728,-0.0525706268078672,0.0783805442908264,-0.0134173830447807,8
"13",13,"Annette's Humor",2.97506926021056,22.4307281088718,4.69010114678665,3.34478401646135,2.71267838954618,36.1796597224749,0.267648721721246,0.612947015145597,0.128875872936123,2.74072431899144,16.6371159291703,16.7367492375123,-23.2158686827801,-3.17370877401322,-0.0524972333776172,0.0758278467705598,-0.0107616427391256,3
"14",14,"Rose of Dublin",3.02371568001199,21.9214887063436,3.92018174961912,3.12918486531727,1.84267288619398,31.8007217605446,0.19591120266131,0.529620192467674,0.0909183285253341,2.94624702040588,16.4663978425047,16.5917851594813,-22.3694136352145,-2.95963619702859,-0.036060949123039,0.0733703323505971,-0.0143859086447216,6
"15",15,"Caralicious",3.51441958760637,18.7962875981722,4.88811980563944,4.23890462995524,2.0174163236492,70.2254903514052,0.223549319320127,0.484183778508184,0.124910434806815,0.425386572303087,16.4805430840957,16.7585404739085,-19.0987753196587,-4,-0.0311282714278131,0.0860516021482202,-0.0139913943364597,3
"16",16,"Big Brown Cat",5.14261418671146,31.3255059619231,3.72678317006356,3.30105314694837,2.71483430593423,55.1252436112472,0.207581901652197,0.391964485495379,0.110449565422204,3.01038611770701,16.5861245100723,16.6836150788772,-17.0922884804156,-3.15777124495704,-0.0694372269043227,0.0712079209130385,-0.0112632602133588,8
"17",17,"Dontcallmefrancis",3.59486470806209,25.2051010865402,4.22361760235331,3.82319887209075,2.22027877687011,33.3071113700069,0.21737810029601,0.556409015467338,0.110692987804553,3.23533355715694,16.494056458488,16.6536977600807,-21.2970927977228,-4,-0.043732696601469,0.0762770524206039,-0.010663284907625,6
"18",18,"Ladyberg",4.45287917481359,30.8377889637948,5.57469748661382,5.04498755402243,1.75768621169315,38.7503505737597,0.271202628600208,0.542265404446924,0.13812697524898,1.73865623992063,15.9325089813614,16.2280475633861,-24.1353637142684,-3.44790910203835,-0.03668281457182,0.086511301672729,-0.00968932429065825,5
"19",19,"T J's Rose Ella",6.93377754308105,47.4197221768085,4.53790184331756,4.02261570968569,2.94911816058794,162.050642926052,0.215375548813404,0.419408169892654,0.106249157534809,2.08476149297097,15.5585296198631,15.7499401153945,-25.5620415967509,-4,-0.0388681366328854,0.0658432724649375,-0.0237610847174436,3
"20",20,"Small Bear",9.40879515685729,46.9718370662276,3.14698399424844,2.63440242483445,1.72665603331732,205.600157113794,0.191931541920645,0.547359836245574,0.0616575307340229,6.30138768636475,16.3649812477711,16.7323116049347,-17.8325926196542,-4,-0.0188852179364724,0.109692154053335,-0.0154616130590724,1
"21",21,"Holiday Bonus",3.48047627297326,19.4194982736335,4.29616649183599,3.57124814927311,1.58081923047153,72.36662187569,0.201705844616762,0.470391161414237,0.0846278624520325,2.61683338176678,16.4151819861792,16.8264010802909,-20.2513682945939,-4,-0.00990021935554036,0.084170675628249,-0.00529892238050868,3
"22",22,"Backsideofthemoon",4.19927741576897,23.731945699235,4.71896416720614,3.60644704631209,1.78548691764126,86.3762792432279,0.206250668008796,0.420990718390241,0.0857890868830881,3.58533389249225,16.7603219900562,17.1496798975788,-22.8475872059767,-4,-0.0163166392917178,0.0879508786113991,-0.00928091964163766,3
"23",23,"Hit It Once More",5.67647304971806,24.2984099376172,4.37680762241744,3.50215328591722,2.53697369566933,216.540347357871,0.188816485181008,0.463273055856864,0.080022676679511,3.05786937883823,16.4484814852912,16.566259051294,-20.4151912365401,-4,-0.0382361969564783,0.0921036779847932,-0.0103278039141722,1
"24",24,"Roaming Union",4.32002390678879,21.4584016598826,5.31135631997765,3.21212188107229,1.41454255610657,207.143965584608,0.212645187750166,0.501743850255605,0.0749431147680156,4.0153600005078,16.7113239171928,16.9744442000482,-15.1556862818808,-4,-0.0154612974277863,0.110892273780435,-0.00642203330958135,1
"25",25,"Bronx Sandman",9.3466910287622,45.6059038772153,3.05053362795503,2.77205211150402,2.86596160801166,121.701317895659,0.163171561115477,0.389868192850983,0.0505005043442139,6.72345025099208,15.6167953602303,16.2362399893905,-18.715588517885,-4,-0.0349157286807614,0.0779736385701965,-0.0369681837764316,7
"26",26,"Carrera Cat",4.8048284677153,27.6947651009353,4.77121736926124,3.5854035614184,2.13574552101355,100.544960563435,0.241486277767524,0.593515435045801,0.113844859088319,2.4940859982964,17.0960082478725,17.4020552616177,-20.5648748398925,-3.42747913998208,-0.0431916744527159,0.111599114451394,-0.0139254912755412,3
"27",27,"Gentle Annie",4.9371997011581,25.1873496288954,3.9812212164561,3.41608369781889,1.62795348507836,146.891363151541,0.261342562533669,0.451364415020288,0.126352472698888,2.5757391736713,16.4926257069661,16.8022612500487,-16.0723189053175,-3.12440048825966,-0.0131089619579612,0.0854286009265635,-0.0125856140443418,3
"28",28,"Passporttovictory",4.70178922406728,28.8739672184935,4.7249434451371,3.33939797658402,1.99555486082458,61.616529626691,0.242941037182337,0.492537713729051,0.11503663168946,2.55177933911573,16.4656723031738,16.8337691013367,-25.0524106159589,-3.57891580227984,-0.0290562124025166,0.0794416052271291,-0.0196927933471355,3
"29",29,"Miss Marion",6.5701275563875,39.4204062006566,3.66790961820998,3.26605775748339,1.22116814625575,59.4237007983446,0.207958536095391,0.385276199749904,0.139559130905828,2.62013231892608,16.0813187785757,16.6285325503334,-18.0925392494279,-3.01542320823799,-0.0176664946276427,0.0647022253935757,-0.0180926981480621,7
"30",30,"Scorpion Bowl",5.33707380674094,30.8241713361428,4.26967494119241,3.62641646863437,2.16589194974377,46.2756379119281,0.266861722067172,0.44545959717617,0.12394948762069,2.16830251694544,15.8478408526226,16.1494741493687,-18.7442768681802,-3.12404614469669,-0.0181975280495503,0.0794442079370654,-0.0269623815911504,8
"31",31,"Southern Fried Fun",3.84106198536,22.2285588761689,4.66310549477675,4.01038135559859,2.85562318629367,30.6262804256973,0.223760347654503,0.587842811585685,0.0949034768529761,1.77095326759152,15.513543105477,16.208601347735,-19.3667346933775,-3.22778911556292,-0.058766322443876,0.103681239837827,-0.0233481644939786,8
"32",32,"Pinchbeck",3.10032207480894,19.8307644126326,3.94262058025689,3.43921403508789,1.83979772896089,85.9271327132177,0.221114237554011,0.420717790843078,0.0994363132107313,1.51973694114088,16.4019576248267,17.0845096270785,-24.2375279495384,-4,-0.0294339048464959,0.0681750461931884,-0.00673680458829023,3
"33",33,"Stone Breaker",5.02704702787228,24.9658829427165,3.87696260624821,3.42292835765837,1.88362914147884,39.2108744618453,0.239867131418317,0.430449364000795,0.13428549980382,2.59627653975638,17.1883573210222,17.3161246640771,-18.7759914190952,-3.12933190318254,-0.0202245821447917,0.0823276656736885,-0.0292288681387928,8
"34",34,"Papa Jim",4.21006921428546,25.6929355603278,4.32360340384337,3.54198945844176,2.78197113276267,43.3843842923199,0.207886660535424,0.454867451532442,0.099647122224512,2.18097571776392,16.8821682330606,17.1230440630751,-19.6951075143002,-2.97235543691229,-0.0385687685152508,0.0700859958953062,-0.0101620533362081,3
"35",35,"Dr. Lloyd",8.19366609926594,49.121876534091,5.12852282208372,3.88564208616782,2.51547266712669,176.063008453131,0.229423002623539,0.644502189200097,0.0759175113316089,2.74109669650609,15.9821771202016,16.7462604063917,-37.962311944212,-4,-0.0668047508353658,0.0984429989095258,-0.0293972413112032,1
"36",36,"Dollarsforpennies",3.46579726424115,17.6193375075614,3.69087730334922,3.21820517866658,2.24093891635249,53.8830478504403,0.185139008181447,0.507975943344894,0.0971437347305208,3.20108421700408,16.0148675920564,16.1495731953685,-15.4021995909988,-2.56703326516646,-0.0303415711850413,0.0922393635585267,-0.00722064203463476,8
"37",37,"Simbasalltrouble",3.63208064271609,28.6849813875451,5.38918167588045,4.99163571434493,2.77560031894648,36.5330767816661,0.204785073980555,0.560426969472769,0.107101798273365,2.21842626894435,16.2479027318688,16.5033822956586,-23.3781505324661,-2.79331041792714,-0.0409159512813954,0.07098215037181,-0.0127260463657279,5
"38",38,"Straphanger",6.04452361244731,45.70494976119,4.69722460429889,4.10658265853632,2.89440672529313,59.9758010442872,0.207005877336918,0.627993797167989,0.085729668791241,3.64861643149947,16.3645473410921,16.6056343649154,-28.4975401255631,-4,-0.0485563494858781,0.0844268852939484,-0.0287018135008138,3
"39",39,"Lettercarrierhenry",3.97907472749854,30.4682014016891,3.63033481912384,3.11963031424844,2.61578452776785,32.1163494467019,0.257359945192521,0.452287130418891,0.102195882348442,3.53473593786499,16.0649574262647,16.1989920286895,-23.0594296316939,-4,-0.0601796022042021,0.0649761161241388,-0.0152737877894989,8
"40",40,"Flat Calm",2.58622806272546,13.6631592369381,3.745954698537,3.15191064604329,2.15326687443188,20.9404361315165,0.207485300856618,0.424163594006653,0.126528324951669,2.98140269339867,16.5719913158706,16.6202157130314,-15.8291243738379,-4,-0.0412230195077959,0.0783764391938298,-0.0140642249045257,6
"41",41,"Timely Tradition",2.73886234527293,16.8591163749345,3.98387680517248,3.27398990900594,1.98771943144493,53.3565843863329,0.236528497838835,0.443495322107054,0.121911478006433,2.63234393060228,16.9012101181098,17.315631464961,-20.9669106566639,-2.91613856822679,-0.026237000140068,0.0770511001587663,-0.0170241274452583,6
"42",42,"My Roxy Girl",1.79306104770724,10.660811294642,4.64761707523691,3.34848913423806,1.62163612391499,21.4618237371762,0.23573506366726,0.513169410423059,0.125134574243552,3.16627133582528,16.9731877183507,17.2059473801342,-18.3613722471977,-4,-0.0209518279456036,0.0929245235808719,-0.00450813745003616,3
"43",43,"Fair Regis",2.87306893031825,16.3245693589391,5.69754965859826,4.6405483894151,1.71318640562504,86.9933136255444,0.247354837078753,0.561120479750582,0.123267122633273,0.314233959899144,17.0899295487685,17.3954300862283,-19.3555342514225,-3.22592237523708,-0.0269230246665886,0.0898915055734614,-0.00778651314441104,3
"44",44,"Baby Boss",2.62808083189269,15.3851033743999,5.34636264253812,4.72090818869802,2.39601053727974,37.1871843769133,0.242872185145847,0.644346613123555,0.0924750655926879,0.850565753961384,16.5321768795927,16.7763376079243,-21.3315390584017,-4,-0.0448250287680625,0.115412750573986,-0.0136092190662876,6
"45",45,"Moondance Joy",8.79629384513246,28.7304250120306,5.06103348626178,4.31531997636606,1.71582792198484,218.860076264097,0.218034982066301,0.43337494449814,0.118167115344485,0.222071008575397,16.7635650600746,17.0727359712968,-18.8361709705158,-3.33956562888263,-0.0292519044355654,0.0847849262517156,-0.0150843915597663,1
"46",46,"Ribbonite",6.93677530742361,33.6181923962781,4.32023586992871,3.9138424976849,2.61405525585504,66.9033300786927,0.204793249309635,0.391599159912236,0.146368884159375,1.52153068172181,16.0320668849734,16.1020814124939,-21.6928535417323,-4,-0.0585294772577995,0.0835971883966692,-0.0280710518911769,7
"47",47,"Mind Control",2.75329380478251,16.9072385714994,4.3385152282007,3.4394437138136,1.79513568454291,34.2642059703324,0.184066713043175,0.451212349552504,0.112468850060056,2.43881789414244,17.2662895528166,17.5198574140131,-18.8796703023808,-2.98311214204472,-0.00755734788670123,0.0800578676668384,-0.00740645961099203,6
"48",48,"Our Braintrust",1.84802221401774,9.36040649162069,3.62771727801062,3.02174001991614,1.25819419819748,23.5437595236551,0.26769323148604,0.563570543130981,0.102706522235815,4.34117923812885,16.7862314399703,17.0311801575396,-16.852682211662,-3.3705364423324,0.00136317816314681,0.105336012885488,-0.00742157801163197,6
"49",49,"Family Biz",3.0026642375368,15.949373086739,5.01099615146861,3.55828986455859,1.56008128427371,41.6504124712455,0.212014329079,0.484574702636768,0.110113396100086,2.47879245067154,16.653087073634,16.8957251767968,-19.810957535509,-4,-0.00719352447516207,0.0949888665959295,-0.0132696324773671,3
"50",50,"Gates of Dawn",5.64330122481692,33.7866103475074,7.12246190116728,5.47892942716088,1.89813832757277,88.2390822936209,0.212229922849693,0.678003743620461,0.0613056733212486,3.72261049784714,15.9701113644048,16.7832417919123,-22.5093822821159,-3.75156371368599,-0.0398874526376203,0.126561343456676,-0.00874899756656882,1
"51",51,"Souper Jackpot",1.95626127206857,9.78056163416908,3.87395551762596,3.07480418821227,1.37509757696498,9.38312939585681,0.321997933493148,0.64514986269386,0.096095166136563,5.42443263807191,16.4891674552616,16.6467219943511,-13.1026526823443,-2.62053053646885,-0.0254090034656432,0.129029972538772,-0.0118212157374145,5
"52",52,"Direct Order",9.93165379769976,49.001235581205,4.31123744518894,3.6516491593157,1.44497486745792,398.044108502494,0.21002112230813,0.514885213502897,0.105423236013964,1.94107665496732,16.4067010139342,16.7116726234736,-18.8017747452695,-4,-0.0203495332731581,0.108298971229652,-0.0159220709010466,1
"53",53,"Alright Alright",0.89224692799315,7.1379754239452,3.50662171810027,3.14098772245339,1.58657874647331,5.06725626501208,0.266003773202224,0.609389949381196,0.172205271617353,2.56014404625504,16.470684748607,16.6806083910596,-12.513268295311,-1.56415853691388,-0.0272970308935325,0.0761737436726495,-0.00222188660587564,4
"54",54,"For Pops",3.34767250890989,15.6122285732226,3.93080005917864,3.54906753890815,2.64205737319107,39.0567171435868,0.209907216670877,0.622199324154676,0.149233184675364,2.93805372274026,16.6186351880628,16.9058569281138,-12.477870020037,-4,-0.0532513071927217,0.109119974512166,-0.00746467972597788,8
"55",55,"Bitumen",3.7920498540571,19.8858944328027,6.59668438920898,4.85245957704048,2.34036625544062,100.243993579255,0.264974185607977,0.614474731531945,0.129964293294291,0.190744020875054,16.9099402349751,17.1151311274004,-16.7868137232582,-4,-0.0267805478007214,0.0978234471712448,-0.00826841845283777,3
"56",56,"The Great Samurai",2.2063571440161,13.6463464729371,3.77506428068523,3.22533342026396,2.4361587618145,30.0468398669845,0.249396109863248,0.568803663780135,0.109799830601721,3.06138892078509,16.4028364716509,16.9363079440328,-16.2441943698546,-2.70736572830909,-0.0315881174044629,0.0865810662686033,-0.00186611979813056,8
"57",57,"Samadi Sky",2.75728153577402,16.9219658200544,3.78655546361487,3.21027696730536,1.76173609438519,55.2228740356637,0.213362838446838,0.514164227795334,0.0733496822910325,2.98573584415679,16.8127338450562,17.3363739760458,-19.6441632734411,-2.80963501012783,-0.0224535660330518,0.085142523485547,-0.00677739119161706,6
"58",58,"Dancetrack",2.12308230700454,11.5856002744459,4.56935253783361,4.1131294129281,1.5401698153508,27.3784987966875,0.215052471289627,0.513666765241358,0.158305003310253,0.757668001243483,16.7736810838968,17.1490600615231,-12.9304235432647,-2.88580753077227,-0.00913033301746995,0.0741502575776199,-0.00700882060906572,6
"59",59,"Conquest Prankster",1.49683802849957,11.962274780964,4.48807193368801,3.96925280637175,2.60938829556431,12.7181650653862,0.268168124688966,0.547312205765206,0.122682978666788,2.53319019557431,16.687528071327,16.8984133759997,-16.1584136056241,-2.01980170070302,-0.0314719063390577,0.0695322623037016,0.00113787091578012,4
"60",60,"Crafty Concorde",2.95015999118372,23.5526015655826,3.66077247792695,3.32905668362768,1.69587657556903,17.6663530668482,0.266615647951955,0.700478601606105,0.167816146418115,2.6780463226854,16.22536627997,16.2274843491074,-24.0131229396626,-3.00164036745782,-0.0245460469526648,0.0890202179647471,-0.0108570800692153,4
"61",61,"Fifty Eight O G",2.60169579107571,14.5825742597206,4.55640510288433,3.53261655866906,2.41623011171625,28.9267058012682,0.235831532816697,0.575037076386023,0.138999813360862,2.80951718704431,16.4176611371985,16.5533860846585,-24.9773888093283,-4,-0.044113201457345,0.0875069739264404,-0.0142429459088635,3
"62",62,"Excess Capacity",6.28526692458435,32.8379364540899,4.43577528000974,3.91472035547282,2.81198052381244,213.923996968852,0.221047357190422,0.541637639687101,0.0912949337288904,2.47982479913982,16.6109689111883,16.9315105667284,-25.7194285931038,-3.61266453418018,-0.0465695544387338,0.0910799110848205,-0.0182852834869738,1
"63",63,"Paynterbynumbers",4.87173974974065,23.4612721752341,3.94851108339189,3.49663807413812,2.38337696410234,49.2239940566588,0.192182515445925,0.450703324477694,0.11585666134053,1.83501717777461,16.5528974341582,16.9430381403186,-17.5470200061125,-4,-0.0409175430576979,0.0903172598983523,-0.0220653168120015,8
"64",64,"Fancy That",6.30199251664784,31.8336255408114,5.11448620454487,3.89325483689568,1.4652310538102,263.902748931592,0.237213074894122,0.55754596898755,0.0939989101126108,1.78064986060644,16.483782284095,16.7565910972137,-17.5070674476592,-4,-0.00201469843863024,0.103779862690861,-0.00533924065614787,1
"65",65,"She'll Do",3.51265720682846,17.4660048270696,3.77045113896666,3.35412127126569,3.15157316658885,35.2920567747942,0.237884544476976,0.392166651226388,0.102740074166036,2.85457707801245,16.2037074930044,16.8687044138772,-13.8091411468193,-2.76182822936386,-0.0389204054029667,0.0784333302452776,-0.0134159736794196,8
"66",66,"Silk Assassin",4.08384790398577,20.2728463327149,4.1951612342584,3.6715936277606,3.3655716140988,26.1197608016213,0.232932602604448,0.261463216790001,0.117731133454677,1.57010267957072,15.8563677132812,16.0451328851304,-13.7316308494058,-2.74632616988116,-0.049312021110837,0.053349869366622,-0.0191842057231801,8
"67",67,"Moon and Stars",3.77498623093004,18.8018743464439,3.84306063069075,3.53515951036476,3.60311394289298,36.837810461473,0.151066452875009,0.417411607309947,0.108917859297653,2.31329413611184,15.8435281049662,16.3610435994341,-12.129535962762,-3.0224673437707,-0.0410484605814345,0.0867491152193646,-0.0160529151424393,8
"68",68,"Tikhvin Flew",3.45513772529415,20.2699707573308,5.4620051600938,4.43030539845728,1.8659310274553,57.3736281064986,0.239948727433915,0.670216914905728,0.089545872358552,3.45679170384074,16.9389594002754,17.0731770567202,-22.5389664731532,-3.27068503119752,-0.0177862809120539,0.102416630660687,-0.0167819910466909,3
"69",69,"Pulsate",2.45382298988219,15.4682926689494,4.34311399102696,3.75463524727737,1.417390668847,39.8587897826099,0.221802805310722,0.609915055389026,0.139510431741938,2.31947208841395,17.3446049026979,17.7709598224035,-19.951323694441,-2.8620019916991,-0.00011850023664945,0.0912803458428515,-0.00559543581917713,6
"70",70,"Spun to Run",2.32935636768754,17.3455078643354,3.34077887973979,2.88668855615133,2.11872725795738,34.0515947063677,0.205306879713641,0.590331741894246,0.0864704457312761,7.22812681155764,17.0010613641273,16.7915276729891,-22.926464264945,-2.29264642649451,-0.0262735070304308,0.0823946864543621,-0.0150102310069084,6
"71",71,"Classic Romeo",3.00169497199701,15.0074040848475,3.30669458452263,2.48653028706812,1.95867508141793,14.8698707747279,0.253734633937495,0.391996883152574,0.0804704914526463,7.81786497762684,16.7110747817499,16.8194774190608,-15.1012562273028,-3.02025124546057,-0.0318041103831395,0.0821067476635573,-0.00676622204895309,7
"72",72,"U R Not So Bad",3.230421408386,19.4702475978683,2.95936049155336,2.57808631108793,3.1264445542196,48.9543966622345,0.212924885303674,0.505013870305705,0.0827959453893652,8.13135174452007,17.0072744894866,17.2741726345597,-18.4053907802735,-2.30067384753419,-0.0351837232261655,0.0816235967917665,-0.0153891934909804,8
"73",73,"Jake Rocks",2.53414658888078,14.6761588356762,3.75161556500507,3.19092996284155,2.24742378147333,52.8819041508259,0.260613898953254,0.561103617540585,0.124729439413322,2.72589227692195,17.029971980898,17.3217780886219,-21.0728440751412,-4,-0.0155646576445155,0.096323524663775,-0.01349584754552,6
"74",74,"Speed Khaleesi",2.29075813468305,12.2773999244011,3.84812127639863,3.27764196646752,2.5103712614268,16.2968638733167,0.189678609490922,0.550159222757301,0.123612509980734,2.97741204762464,16.3729354180018,16.4097333413193,-14.3386745468152,-2.78582773552725,-0.0515889647934718,0.0975621562529774,-0.00417493393376223,8
"75",75,"Stay Good",2.87455372137379,14.3727686068689,3.50438291881621,3.06602255177675,3.03863291948633,18.1181830347194,0.23562310533497,0.403093531674693,0.148022594453207,3.18862655533242,16.2773456238158,16.4103334578738,-11.8119377430607,-2.36238754861214,-0.0601269777040064,0.0806187063349387,-0.00470244603734118,8
"76",76,"Caitriona",3.63626598419491,33.6844570331611,3.88763006726586,3.44123682685484,2.82530546678588,26.4367565436084,0.285113713845759,0.533800887701593,0.147660435556958,2.93204017007796,16.2701937361717,16.6942955891833,-24.0247400052453,-2.40247400052453,-0.0417760772756613,0.075819822281476,-0.0203511939496421,8
"77",77,"Diamond Jen Brady",1.51068506887486,8.42037154483871,4.32844610298864,3.53220003602342,2.6711507617221,9.94323569308007,0.260810357833661,0.573782109815303,0.125498856162932,2.68247665458759,16.1593461131016,16.1209132261144,-16.0760070176508,-2.29657243109298,-0.0646521177915432,0.100959890980983,-0.0073701686955807,4
"78",78,"Somethingwithlilly",1.63764865554633,8.18842332874295,3.51759407707508,3.25506332491652,2.69158843379384,7.73116805060872,0.177141430572558,0.378840247350126,0.145268016010162,3.26610950278069,16.2289391159544,16.4960861954291,-10.782737261884,-2.15654745237681,-0.0404950790324866,0.0757680494700253,-0.00904151836391661,8
"79",79,"Aly's All Out",2.87099713510964,14.2896428834618,3.55644030656727,3.11344706647096,3.4632230658025,21.5858431334164,0.230627892522176,0.453358280166425,0.0896936775755748,3.28777025605255,16.4618582043133,16.3984628434835,-14.3209449604587,-4,-0.0495512830968734,0.0910813061281779,-0.0210345448201422,8
"80",80,"Regal Retort",4.78448004339075,27.2588659519013,3.99381935497816,3.59537598484102,2.16445770223472,141.751890691257,0.200995277703899,0.400184834806933,0.122001126881492,2.8057505422211,16.7493082126965,16.9158739233088,-16.8715456061403,-3.01032303924106,-0.0415762004880244,0.075833521123212,-0.0167915328665861,3
"81",81,"Free Coffee",4.3129209494188,20.3585172859343,3.5851089381385,3.09168056696187,2.19022460125484,46.8096094981316,0.212560398040521,0.312956609148553,0.102068858918423,2.70958847476614,16.3108289302049,16.30960368026,-11.9326501519504,-4,-0.0409523106530132,0.0703889754577426,-0.0160302576138347,8
"82",82,"Dizzy",7.52446151182383,45.9145112857176,4.56677401483914,2.89921959208296,2.28645536213165,130.484124528129,0.130961453039948,0.4519000694463,0.0826214421970085,3.25206787847419,16.356724219513,16.3498479127456,-16.1922768484009,-2.62412090534121,-0.0194349933432502,0.0676782815442214,-0.0169760728060854,1
"83",83,"Whyisshesoolucky",3.70592515400927,23.0221380880448,4.17848458424905,3.6740546090847,2.25782126583619,82.2791720675455,0.208016473295137,0.532069236076965,0.0984459310846788,1.9506253245832,16.3777617828232,16.7755678781398,-22.6487201298615,-4,-0.0331074385531293,0.0936039716398375,-0.0144266984418442,3
"84",84,"Stay Smart",3.60570752436785,21.7589559587697,4.48572189130996,3.40225345332481,1.74376828235854,68.4001251042438,0.233650383995055,0.543820430771401,0.104586919964449,1.58048353789753,16.2638872728745,16.4335033590296,-21.1263638664548,-3.01805198092211,-0.0245497784925672,0.0932187089280568,-0.0174265689532161,3
"85",85,"Irish Banker",4.90978522845794,36.85998139172,4.55496503512523,3.39497712122709,2.1977988501837,181.044585222321,0.242704166163051,0.468835948439322,0.113117389088366,2.74044123845057,16.7210931760442,16.9683067749262,-32.3115161423869,-4,-0.0345077304378706,0.067090326460748,-0.0133402335687348,3
"86",86,"Miss Allison",15.7021512783429,94.709315805045,2.77276456380125,2.37056035728687,3.62215172621264,196.259925621759,0.177528446070566,0.373282479989178,0.0519217068539937,6.67105684353566,14.7427337068123,14.4052681559887,-23.222527281069,-4,-0.0529339647483877,0.0579755751318557,-0.0305859206268907,1
"87",87,"Turco Bravo (CHI)",3.21314458122614,17.995276913263,4.08901497675851,3.48491781291307,1.24662037076406,53.9677936795844,0.197005073101173,0.446284141819621,0.0809725354806398,1.97682159716147,16.4222147842712,16.6058994829795,-21.5331960249795,-4,-0.0104185492910618,0.0877319598364202,-0.0093877060513119,6
"88",88,"Let Me Go First",14.3800253175238,114.423397273674,4.20322318046623,3.51359109146831,1.38920641546333,321.781479835997,0.210194213748012,0.468073875276052,0.0524100485595122,0.1173754930244,15.3563797634254,16.152365197696,-31.3619348314487,-3.92024185393109,-0.0237228627359506,0.0823326406732615,-0.0143879814372906,1
