"","race_id","horse_id","horse_name","mean_side_movement","max_side_movement","range_side_movement","iqr_side_movement","cluster"
"21","AQU_20190105_2",121,"Unpredictable",-0.000470662136370401,0.268146166344096,0.569908199123907,0.0899414200818089,6
"22","AQU_20190105_2",122,"Playwright",0.00980073026516669,0.251350218779969,0.645213345933495,0.115449013956542,5
"23","AQU_20190105_2",123,"Expert",-0.00147344326742166,0.253856336551275,0.532425069054111,0.124020914023871,6
"24","AQU_20190105_2",124,"Stronger",-0.00122406151107896,0.186079171281481,0.446950384982064,0.0872060748308021,1
"25","AQU_20190105_3",125,"Intoxicologist",0.0014912950836446,0.350464539210063,0.638433734555982,0.108418604536991,5
"26","AQU_20190105_3",126,"Delta Gamma",-0.0161436343297452,0.274924890886021,0.545861247436623,0.128730799386148,6
"27","AQU_20190105_3",127,"Cornetta's Choice",0.00373355343555507,0.264720952469839,0.535874211139408,0.101130221350794,6
"28","AQU_20190105_3",128,"Bee'snbee's",0.00418139723380933,0.21858355249434,0.417223655562807,0.0772585635692724,1
"29","AQU_20190105_3",129,"Winifred J",-0.00240163331031525,0.224741990393223,0.482697784395172,0.0723209838581855,1
"30","AQU_20190105_3",130,"Sarah's Rainbow",0.00021637985736416,0.227595152311756,0.486508626898096,0.116647368972981,6
"31","AQU_20190106_1",176,"Double Deep",-0.00975938032135656,0.223931786695859,0.521300168258016,0.101294669185937,1
"32","AQU_20190106_1",177,"Rogue Nation",-0.00429404320363782,0.257209752839318,0.577336358991573,0.0902685749013199,6
"33","AQU_20190106_1",178,"Dooley",-0.00618441679200787,0.233212644551423,0.566180631997179,0.134428580740607,6
"34","AQU_20190106_1",179,"Domain",-0.0069735265157203,0.272461883499973,0.55794885721552,0.125365011115735,6
"35","AQU_20190106_5",196,"Oh K Funnybone",-0.0172800665488511,0.224483668632046,0.605079986413792,0.110386372441238,5
"36","AQU_20190106_5",197,"Poker Game",-0.00028524113627016,0.235108003222776,0.523680452307308,0.13025450035748,6
"37","AQU_20190106_5",198,"Awesome Adversary",-0.00685159893012546,0.253636744360012,0.598968585986581,0.148696990400126,6
"38","AQU_20190106_5",199,"Dash for Dollars",0.00464217617098705,0.213957889603271,0.465780622103839,0.147643230269995,6
"39","AQU_20190106_5",200,"Tazmonian Devil",-0.0264033018631041,0.27498313085542,0.809701540084539,0.132470916746367,7
"40","AQU_20190106_5",201,"Shock Therapy",-0.0166630476301443,0.208149484052974,0.638020305283193,0.126289432380888,5
"41","AQU_20190106_5",202,"My Amanjena",-0.00851800823221508,0.249867967386234,0.528272803090603,0.133504632172063,6
"42","AQU_20190106_5",203,"Marble Moon",-0.00535442909572356,0.273172429448126,0.554598673813469,0.091396382190458,6
"43","AQU_20190110_1",227,"New Year's Wish",0.00175402707784108,0.283935188825031,0.580514155638393,0.0729780188136824,6
"44","AQU_20190110_1",228,"Smiles From Sadie",0.000118515954108123,0.280498078425349,0.534472912083785,0.110740445588538,6
"45","AQU_20190110_1",229,"Madame Barbarian",0.00132221375410438,0.197916332869771,0.478648007581774,0.126525893964576,6
"46","AQU_20190110_1",230,"She'sakittykat",0.0125440692387717,0.300165756203311,0.572933015327687,0.111244891751444,6
"47","AQU_20190110_1",231,"My Girl Annie",-0.00118090211906393,0.210446012993295,0.506134350256048,0.120048902365477,6
"48","AQU_20190110_1",232,"Hexameter",-0.0172484219721496,0.24975962049264,0.508502820951017,0.075388697964657,1
"49","AQU_20190110_3",238,"Call the Cat",0.00812996327551672,0.268907876515883,0.53464765002375,0.103347440908172,6
"50","AQU_20190110_3",239,"Well in Tune",-0.0131276283537697,0.201408893028837,0.435676840360638,0.118835671449841,1
"51","AQU_20190110_3",240,"Pragmatist",-0.00424176291160911,0.217635169461365,0.48401479409666,0.111637478080814,6
"52","AQU_20190110_3",241,"Shiloh Lane",0.000245893831045492,0.255951481056348,0.506349855074155,0.115044701529214,6
"53","AQU_20190110_3",242,"The Venerable Bede",-0.00276509723957566,0.275208120585285,0.531708738957235,0.14698636968968,6
"54","AQU_20190110_3",243,"Linns Boy",-0.00772283521956945,0.232554709704308,0.493053261883134,0.106122622760487,1
"55","AQU_20190111_1",108,"Know Point Given",-0.00348713526384058,0.214753301745996,0.390454080939085,0.110211710494803,1
"56","AQU_20190111_1",256,"Kingdom's Queen",-0.011751845380932,0.215425766079621,0.470334453469738,0.084295999234572,1
"57","AQU_20190111_1",257,"Lady Hester",-0.0119754689873813,0.213227023196151,0.463719737535175,0.103940878502377,1
"58","AQU_20190111_1",258,"War of the States",-0.0124733760142305,0.226695050905404,0.445536216958461,0.084130307085555,1
"59","AQU_20190111_1",259,"Communal",0.000391491823039425,0.209831602112653,0.459098244018327,0.124086491176556,6
"60","AQU_20190111_1",260,"Taking Aim",-0.012088459049798,0.272491321027791,0.525725529145898,0.0802683292363662,6
"61","AQU_20190111_2",261,"Cookie Crisp",-0.0152381586679312,0.211264476448284,0.46740247094548,0.118334381500344,1
"62","AQU_20190111_2",262,"Purchasing Power",0.00283670792215619,0.20369415009371,0.440098499660233,0.124372666519377,6
"63","AQU_20190111_2",263,"Never Before",-0.00906266162964668,0.186946129634642,0.436700843400939,0.0979385760433683,1
"64","AQU_20190111_2",264,"Curlin's New Moon",0.00144593643009946,0.177061702610777,0.403668847947383,0.0988197589483963,6
"65","AQU_20190111_2",265,"Inalienable Rights",0.00216661912036617,0.216244994240107,0.447532293449577,0.0842781691238383,1
"66","AQU_20190111_2",266,"Change of Venue",0.00927392196685496,0.184524409502147,0.390987107005609,0.118340482523105,6
"67","AQU_20190111_4",273,"Daria's Angel",-0.0116386020806303,0.229424470244473,0.457036867162616,0.0880635036844286,1
"68","AQU_20190111_4",274,"Stay Fond",-0.0128063221802128,0.251097657217185,0.464813141882399,0.10084169509418,1
"69","AQU_20190111_4",275,"Not About the Nail",-0.00333287144170227,0.22455186684757,0.429357270073419,0.0998839607097676,1
"70","AQU_20190111_4",276,"Harkness",-0.00586096385131786,0.246829170524919,0.537022716231491,0.105792853760975,6
"71","AQU_20190111_4",277,"Ipanema Beach",-0.010418677888376,0.208429774701617,0.453883913714955,0.120515115749472,1
"72","AQU_20190112_9",10,"Kavansberg",-0.0200385026893692,0.225967863808192,0.529498959228228,0.103634922734816,1
"73","AQU_20190112_9",373,"Cross Multiply",-0.000270735024944952,0.240991324612897,0.525898466818533,0.0988067653161192,6
"74","AQU_20190112_9",374,"Shook Em Up",-0.0186747341339756,0.240145789077187,0.548581622543343,0.122456237824183,6
"75","AQU_20190112_9",375,"Martini Lane",-0.0236518913335644,0.240657740497501,0.558835915950882,0.139576487180294,6
"76","AQU_20190112_9",376,"Flat Out Jayvien",-0.0148457195627731,0.224660504333935,0.509010292168252,0.125290172734215,6
"77","AQU_20190112_9",377,"Blue Skies Forever",-0.0243614157073051,0.188077905800212,0.511726010749955,0.108403314231412,1
"78","AQU_20190112_9",378,"Holycowits Patrick",-0.0075185661435125,0.228209269393435,0.620981949872801,0.126383775957248,5
"79","AQU_20190112_9",379,"Cool Crinoline",-0.0138754958908846,0.229415203228015,0.564140557059778,0.120032738125046,6
"80","AQU_20190112_9",380,"Theresa's Boy",-0.00182667973823259,0.235183623227293,0.504424736358031,0.0983444465528622,6
"81","AQU_20190112_9",381,"Quintarelli",-0.0180827542683941,0.250849456889688,0.51203129971704,0.112649952413765,1
"82","AQU_20190112_9",382,"Soup Baby",-0.0127568152312981,0.218476800021431,0.510584884956389,0.0921374725729329,1
"83","AQU_20190113_6",416,"Midnight Curfew",-0.0129721582995853,0.284457799708559,0.650762521510306,0.175893267923482,7
"84","AQU_20190113_6",417,"Pickle Rick",-0.00703346364096184,0.188356134823577,0.422341064797062,0.105425152563281,1
"85","AQU_20190113_6",418,"Erlich",0.00341108044320312,0.239971470964395,0.453176468991336,0.0916079619753765,6
"86","AQU_20190113_6",419,"Habitue",-0.0185026825856945,0.251424173422122,0.531670349988036,0.100131417479692,1
"87","AQU_20190113_6",420,"Binary",-0.0126434583090372,0.200978815725867,0.407886381370594,0.128983438163703,6
"88","AQU_20190113_6",421,"Kumar",-0.00793067254871084,0.204884413836892,0.437042863424538,0.0862232710440043,1
"89","AQU_20190113_6",422,"Coast to Coast",-0.0150567203527549,0.229336207075544,0.525756860491906,0.113636795476692,1
"90","AQU_20190113_6",423,"Mental Model",-0.00806373255039193,0.233768561185723,0.505863452780549,0.116444264950912,6
"91","AQU_20190118_4",93,"Outplay",-0.0228337514435569,0.272162677654086,0.640441429721255,0.116434592690985,5
"92","AQU_20190118_4",391,"Coltandmississippi",-0.00344830568290847,0.20916663112558,0.483757620031902,0.12413456687634,6
"93","AQU_20190118_4",460,"Potomac",-0.0056760259211264,0.23615653286847,0.571498639653388,0.110050353132659,6
"94","AQU_20190118_4",461,"Langdarma",-0.0183419937719375,0.229822043790014,0.507086295863616,0.125543560235818,6
"95","AQU_20190118_4",462,"Mills",-0.00429559741168981,0.330349220606245,0.617952858326724,0.130485807870475,5
"96","AQU_20190118_4",463,"Poshsky",-0.00666499681751617,0.233541922072884,0.53563616483109,0.133536507262359,6
"97","AQU_20190118_4",464,"Pretentious",0.00784160467638307,0.275401881533141,0.535266693857394,0.107169641661827,6
"98","AQU_20190118_4",465,"In a Fog",-0.00965393960772103,0.17168212677472,0.41247556561683,0.100695284444346,1
"99","AQU_20190118_5",128,"Bee'snbee's",-0.012919879557682,0.286762719798115,0.533234107974244,0.128405109910326,6
"100","AQU_20190118_5",130,"Sarah's Rainbow",-0.0079616941431614,0.260380021430197,0.533727898103965,0.14164342982158,6
"101","AQU_20190118_5",466,"Ok Honey",-0.0180533042978499,0.210499153695834,0.491970717679363,0.100080810144781,1
"102","AQU_20190118_5",467,"Analyze With Honor",-0.0115838075512254,0.204136301911467,0.424168784743549,0.100101356681898,1
"103","AQU_20190118_5",468,"Empress Sophia",-0.00842031868897233,0.266392820763976,0.577929714729584,0.0867241038929032,6
"104","AQU_20190118_5",469,"Charming Cara",-0.0179061705722801,0.228465265939341,0.49439607995413,0.0901128269272042,1
"105","AQU_20190118_5",470,"Tiztinabella",-0.0127284026951304,0.233921489950618,0.482016940564592,0.127466575081908,6
"106","AQU_20190118_5",471,"Emmy Knows",-0.0105366148215281,0.261708728179125,0.496532991034497,0.13013831999069,6
"107","AQU_20190118_6",472,"Where's Rudy",-0.0185897409278168,0.254163570907876,0.55956570742557,0.150946036171608,6
"108","AQU_20190118_6",473,"Much Trouble",-0.0128770491847409,0.22327622860106,0.455504104323543,0.118144649735638,1
"109","AQU_20190118_6",474,"Dr. Hipp",-0.00325795638673576,0.210737610837754,0.485658635818529,0.124818098395845,6
"110","AQU_20190118_6",475,"D'ambrosio",-0.00438335894671626,0.235905187637263,0.494263594325216,0.102538489186633,6
"111","AQU_20190118_6",476,"Local Edition",-0.00627945603579046,0.21473718497231,0.473929951271893,0.0927685739017348,1
"112","AQU_20190118_6",477,"Danny California",-0.00326020018604614,0.198236687375489,0.442497281268292,0.0962829619348251,1
"113","AQU_20190119_4",82,"Dizzy",-0.0164455189820424,0.265066026936384,0.491070774223035,0.147923965152911,6
"114","AQU_20190119_4",83,"Whyisshesoolucky",-0.0186042054481029,0.268324819384161,0.51541125673256,0.129211312427645,6
"115","AQU_20190119_4",84,"Stay Smart",-0.00574015533926155,0.217242377858166,0.553197476914486,0.0884476559185674,6
"116","AQU_20190119_4",506,"Figure It Out",-0.018475000898824,0.237460324528499,0.527690096119855,0.112850689849156,1
"117","AQU_20190119_4",507,"Redouble",0.0018504130559657,0.307546287762838,0.553496138751512,0.137509965468375,6
"118","AQU_20190119_4",508,"Tiz Her Way",-0.00945875283545699,0.223473832487066,0.487957461810265,0.107155672009731,1
"119","AQU_20190119_4",509,"Controllingthegold",0.00327970665932702,0.248816285510384,0.478249152770042,0.115178778688165,6
"120","AQU_20190119_6",514,"Miss Loyalty",-0.0152370303913719,0.273712812023177,0.554408843994365,0.0689676535790351,6
"121","AQU_20190119_6",515,"Moment of Triumph",-0.0041072463065157,0.255828335039015,0.480815876796452,0.0917426201402871,1
"122","AQU_20190119_6",516,"Princess Mikayah",-0.0130305251283973,0.257820259531475,0.506547125792193,0.087541750273632,1
"123","AQU_20190119_6",517,"Giant Ending",0.00496284273494257,0.317375520658549,0.525690253119772,0.0955697973889191,6
"124","AQU_20190119_6",518,"Little Nanny",-0.0115890468913627,0.236630184760474,0.512333486190507,0.108220996115133,1
"125","AQU_20190119_6",519,"Mercurian",-0.00252361359617951,0.287824729937519,0.537866051209557,0.101207027479245,6
"126","AQU_20190119_6",520,"Twofer",-0.0187543296435784,0.219979280958798,0.545277871656298,0.10627427277829,1
"127","AQU_20190119_9",57,"Samadi Sky",-0.0153340734895069,0.239876844269637,0.500774541934853,0.0851923163072124,1
"128","AQU_20190119_9",91,"Shamcat",0.00240026905510818,0.265030714136891,0.628203723507635,0.129636285505619,5
"129","AQU_20190119_9",288,"H Man",-0.0284182283939673,0.291561164951379,0.54391402853737,0.156546229081613,5
"130","AQU_20190119_9",352,"Too Fast to Pass",-0.0199253020186235,0.215172498288993,0.488589717353138,0.147617867358964,6
"131","AQU_20190119_9",533,"Planet Trailblazer (BRZ)",-0.0186174021917899,0.306129234949342,0.622438027560774,0.0900319046162625,6
"132","AQU_20190119_9",534,"Kenyan",-0.00178276851906288,0.245292216399477,0.457046275043741,0.136301471416862,6
"133","AQU_20190119_9",535,"Holy Week",-0.00618030421406238,0.265047861992332,0.469891210567871,0.0861280575738925,1
"134","AQU_20190119_9",536,"Borsa Vento",-0.000656197935979624,0.208778953246116,0.480842021913915,0.0933961411915756,6
"135","AQU_20190119_9",537,"Avast Matey",-0.00796135386685113,0.26103249548767,0.488409654662775,0.109079957954496,6
"136","AQU_20190120_2",320,"Archumybaby",-0.0162226318595529,0.239262101004956,0.582377611680806,0.146767975082224,6
"137","AQU_20190120_2",546,"Pretty Enuff",0.000741796057728221,0.233747341354119,0.516975598300599,0.095712052110307,6
"138","AQU_20190120_2",547,"Elegant Jem",-0.00362710486770724,0.22746089402632,0.490798064414469,0.0979729414311095,1
"139","AQU_20190120_2",548,"That's Smart",0.00842699843703632,0.385792571499724,0.633911683106851,0.138505412883563,5
"140","AQU_20190120_2",549,"Beyond Discreet",-0.00408679865348055,0.38985356350033,0.749469223661702,0.108353232472524,5
"141","AQU_20190120_2",550,"Peaches and Spice",-0.0114482558312092,0.198387115562343,0.518987129496562,0.110051616615439,6
"142","AQU_20190120_2",551,"Mazmania",-0.00669856480996127,0.247448516670511,0.557701084518772,0.111346007124724,6
"143","AQU_20190125_5",606,"Arewehavingfunyet",-0.00801191337329637,0.315474044989036,0.647086622495833,0.110828656155106,6
"144","AQU_20190125_5",607,"Driven by Speed",-0.00072922338959458,0.300035774435852,0.570850843779881,0.139027097395784,6
"145","AQU_20190125_5",608,"Havana Affair",-0.00962055695975384,0.549159147529789,1.00095832916516,0.172847206188979,7
"146","AQU_20190125_5",609,"Slam Chowder",0.0060188613089166,0.222836000046057,0.497605104546803,0.112867144767303,6
"147","AQU_20190125_5",610,"Elizabeth Nicole",-0.00513807133654094,0.261352507425641,0.578524284034485,0.102892637774443,6
"148","AQU_20190125_5",611,"Southern Christmas",0.00191427561248097,0.521925108363478,1.2699877411427,0.124700103655934,3
"149","AQU_20190125_5",612,"Preziosa",-0.00187863483963659,0.233931715053188,0.50821583010495,0.0900196367035963,6
"150","AQU_20190125_5",613,"Caribbean Girl",0.0114867809270218,0.256160904987397,0.510246882984408,0.103984452893028,6
"151","AQU_20190125_6",197,"Poker Game",-0.0248688534800962,0.272997886099281,0.569498373610212,0.098018211187382,6
"152","AQU_20190125_6",198,"Awesome Adversary",-0.0158002771600643,0.21216198785255,0.52628968066763,0.130300419129671,6
"153","AQU_20190125_6",199,"Dash for Dollars",-0.0119845172395907,0.25395621276684,0.571871030958667,0.132194018745375,6
"154","AQU_20190125_6",200,"Tazmonian Devil",-0.00885609269643313,0.277921074547709,0.542396447644942,0.144831861826094,6
"155","AQU_20190125_6",201,"Shock Therapy",-0.0076694196233418,0.332325901562165,0.613941104094367,0.164084250750864,5
"156","AQU_20190125_6",614,"Bettor Bank On It",-0.0148716822394328,0.280178755309609,0.562564026286105,0.143710160232857,6
"157","AQU_20190125_6",615,"Everything Pazible",-0.0299529482020173,0.256615897451154,0.596504564871907,0.11669554753775,5
"158","AQU_20190125_6",616,"Iron Fork",-0.00814739813164717,0.231341912229123,0.510781056399486,0.147941839152468,6
"159","AQU_20190125_6",617,"Coach Villa",-0.00984419238856752,0.231233213244966,0.508498765235208,0.102737825463411,1
"160","AQU_20190125_6",618,"Barrel of Stout",-0.00319204982335931,0.263602758267011,0.614214884033279,0.171665391091752,5
"161","AQU_20190125_6",619,"Threatlovesmidnite",-0.00429867554231494,0.212659310935132,0.670163029142727,0.0987141387348196,5
"162","AQU_20190125_7",41,"Timely Tradition",-0.00750213923258443,0.317166913025692,0.66727371498987,0.117352577217672,5
"163","AQU_20190125_7",164,"Starlite Mission",-0.00124015162328951,0.276822701856954,0.669483642686138,0.115108871041656,5
"164","AQU_20190125_7",167,"Silly Sister",-0.0159176163275088,0.255669260646383,0.558956962764697,0.132980277369173,6
"165","AQU_20190125_7",620,"No Hayne No Gayne",0.000873204206505041,0.313711477029952,0.607292090136545,0.116163481645512,6
"166","AQU_20190125_7",621,"Out of Orbit",-0.004922159259515,0.263674131081745,0.598536948098152,0.0986664893485298,6
"167","AQU_20190125_7",622,"Puffery",-0.0174720268712957,0.304931812673898,0.65323641005779,0.0950334029076592,5
"168","AQU_20190125_7",623,"Vip Nation",-0.00644429923318652,0.218068107236009,0.505034237332133,0.0941842692240692,1
"169","AQU_20190126_1",101,"Blugrascat's Smile",-0.0128300488615564,0.290463921505539,0.646168013904282,0.092446318839194,5
"170","AQU_20190126_1",105,"Singapore Trader",-0.00654271243077977,0.282924741610054,0.65723080907033,0.0875738702521671,5
"171","AQU_20190126_1",359,"Vincento",0.000116852783333707,0.320212463777373,0.640210164923303,0.15758483519129,5
"172","AQU_20190126_1",640,"Haul Anchor",-0.0221156514908902,0.29874104343804,0.581882337010039,0.126048212121937,6
"173","AQU_20190126_1",641,"Carthon",-0.00964607648304896,0.272660706394537,0.606861603783786,0.103107319111256,6
"174","AQU_20190126_1",642,"Fleet Irish",-0.00690505767572462,0.274637919121471,0.558637553717967,0.0946205562888629,6
"175","AQU_20190126_10",114,"Promise Me Roses",-0.0130401371303445,0.254691509085629,0.527606488567471,0.10045756533395,1
"176","AQU_20190126_10",303,"Wanna Be Regal",0.0126898961445183,0.222384995660971,0.455930018220112,0.118277743371043,6
"177","AQU_20190126_10",304,"Highleelikelee",-0.0165404722324782,0.212596776011039,0.476927942378263,0.128301978223603,6
"178","AQU_20190126_10",306,"My First Gal",-0.0140875313559678,0.270172516341839,0.540051413699702,0.101058318403197,6
"179","AQU_20190126_10",309,"Ziggy Is Zubby",0.00408961816413343,0.32897901966041,0.61397770770334,0.12726421083324,5
"180","AQU_20190126_10",312,"Irish Glitter",-0.0238179918232572,0.234480013562673,0.580424041264554,0.0936450443712324,1
"181","AQU_20190126_10",691,"Causin' Trouble",-0.0128817576843122,0.316851446877388,0.649259349667114,0.119608581321419,5
"182","AQU_20190126_10",692,"Here Comes Helen",-0.0147608706581535,0.254287070385416,0.564261107355631,0.113536611734758,6
"183","AQU_20190126_10",693,"Saturdaynightfling",-0.00841030780627202,0.284147536866827,0.551613656838313,0.1026916893203,6
"184","AQU_20190126_10",694,"Saratoga Sass",0.00641778557656916,0.26148125584081,0.48928337460742,0.0979318727537632,6
"185","AQU_20190126_10",695,"Discount Diva",-0.0182567736929971,0.251539990023414,0.623851265502417,0.168013127374152,5
"186","AQU_20190126_10",696,"Tough Gold",0.00521932767745164,0.234593756895207,0.514430149231405,0.0968323511828588,6
"187","AQU_20190126_3",215,"Shak's Hidden Gem",-0.0045851397760088,0.283284881127903,0.551811304283158,0.0911326757162392,6
"188","AQU_20190126_3",649,"Shelley Ann",-0.0173668181678145,0.238510647543144,0.527018578750805,0.136587203911868,6
"189","AQU_20190126_3",650,"Maiden Beauty",-0.00637706443461051,0.276972766034616,0.56254438194877,0.136096635627222,6
"190","AQU_20190126_3",651,"She Takes Charge",-0.0163044528386259,0.228002649164543,0.568052886126334,0.0895986426765216,1
"191","AQU_20190126_3",652,"Lem Me Have It",-0.00366268650669867,0.282750852189139,0.559333236436448,0.090740081147846,6
"192","AQU_20190126_3",653,"Dirty Bird",0.00669022981728145,0.265514972487404,0.505222265805341,0.108180600001194,6
"193","AQU_20190126_7",170,"Raging Fire",-0.0231314452191589,0.279804496636678,0.540124645442446,0.159730208864549,5
"194","AQU_20190126_7",173,"Storm Scat",-0.00654873859718485,0.388788797476387,0.69575108284131,0.100204145509666,5
"195","AQU_20190126_7",182,"Latin Love Bug",-0.0118431425124907,0.273525253189634,0.555684394368209,0.0844843311029764,6
"196","AQU_20190126_7",410,"Unsullied",-0.00949715089542168,0.271766284476828,0.59011695986205,0.0973095454618504,6
"197","AQU_20190126_7",412,"Ten Twenty Nine",-0.00400160092516385,0.364182185575142,0.546886152179,0.126302567837106,5
"198","AQU_20190126_7",475,"D'ambrosio",-0.0119769277831243,0.281549465647563,0.616072558238557,0.119959171614534,6
"199","AQU_20190126_7",677,"Big Muddy",-0.0104124209117067,0.258099839979804,0.52062896224081,0.108632892426735,6
"200","AQU_20190126_7",678,"Slot",-0.0109522458925296,0.305706336506472,0.639950092806455,0.142467593371158,5
"201","AQU_20190126_7",679,"Metaphorical",-0.00931552239393946,1.09574710787961,2.33518315915295,0.172812356078675,7
"202","AQU_20190126_7",680,"Golden Giant",-0.0160200807731953,0.227215482509039,0.506473387725418,0.117904765945315,1
"203","AQU_20190126_9",90,"Halloween Horror",-0.0166527281923411,0.262382233449079,0.5315330062319,0.105738222524773,6
"204","AQU_20190126_9",91,"Shamcat",-0.0213430504193794,0.261862923583291,0.874222473264137,0.143303253914612,7
"205","AQU_20190126_9",92,"Indian Guide",-0.0158992744059397,0.271473329018322,0.603801471553099,0.126656190850386,6
"206","AQU_20190126_9",298,"Swivel",-0.0246538857288933,0.317596446336835,0.701066526569242,0.12678502456587,5
"207","AQU_20190126_9",686,"No Distortion",-0.00901103962207545,0.308791895393174,0.611573498371487,0.138007434498724,6
"208","AQU_20190126_9",687,"Sparty Boy",-0.020846902114064,0.368883667516414,0.627795020345051,0.140724709278557,5
"209","AQU_20190126_9",688,"Maimo",-0.00564871435935219,0.288093896349189,0.586644599625007,0.101963920612624,6
"210","AQU_20190126_9",689,"Eden Ridge",-0.00242733517019215,0.279065054564446,0.590711329772439,0.109830506005589,6
"211","AQU_20190126_9",690,"Asterisk",-0.0154607155806311,0.949522672796849,1.90950199868702,0.147042069383667,7
"212","AQU_20190127_2",123,"Expert",-0.00973238152543735,0.342814336474348,0.608416729927459,0.130769774434863,5
"213","AQU_20190127_2",177,"Rogue Nation",-0.0135386372433612,0.275673885187368,0.584804407199317,0.089610755159609,6
"214","AQU_20190127_2",701,"California Night",-0.00617726015975713,0.240405080069378,0.495732552854065,0.0962395564236282,1
"215","AQU_20190127_2",702,"Fillet of Sole",0.00316622863859955,0.317486928600013,0.617962531646175,0.104333065587363,6
"216","AQU_20190127_2",703,"American Lincoln",-0.00765470808106833,0.260639053216471,0.561601683263658,0.0941513187505918,6
"217","AQU_20190127_2",704,"Starship Zeus",0.00181155129647077,0.266984395858846,0.498104789031065,0.128845478929941,6
"218","AQU_20190127_9",126,"Delta Gamma",-0.00765686546033474,0.256250938445285,0.557119043139219,0.0879866245923591,6
"219","AQU_20190127_9",270,"Alvernia",-0.038599248336984,0.274610728338863,0.615651719241881,0.129031462872625,5
"220","AQU_20190127_9",283,"Sander's Empire",-0.00967183978505257,0.289628214124601,0.569429597345993,0.123661231336309,6
"221","AQU_20190127_9",731,"Abraxan",-0.00972778618729453,0.21500626253527,0.520460556491319,0.120870389004606,6
"222","AQU_20190127_9",732,"Princess Pinky",-0.000558168868764059,0.302757653651873,0.579980149300943,0.0998326715739353,6
"223","AQU_20190127_9",733,"Sandra's Mine",-0.00686420677237856,0.296430149983351,0.49019229941292,0.166435538182191,5
"224","AQU_20190127_9",734,"Sweet Blindness",-0.00320138026173784,0.222035083118373,0.434399831634482,0.110045850975924,1
"225","AQU_20190127_9",735,"Gattino Marrone",-0.0110013016946631,0.250680313715297,0.450456260608446,0.0908034279497447,1
"226","AQU_20190127_9",736,"It's a Lovely Day",0.000498295623371857,0.296943043219477,0.553374853196576,0.10151018094166,6
"227","AQU_20190201_7",49,"Family Biz",-0.00510763875929427,0.304493708456942,0.590318441935234,0.0786540788771903,6
"228","AQU_20190201_7",191,"Twelfthofneverland",0.00305366024617525,0.225512537653758,0.514753848754038,0.0957404383122396,6
"229","AQU_20190201_7",192,"Durkin's Call",-0.0114116476889051,0.333007315772702,0.584319616597357,0.0813094335590328,6
"230","AQU_20190201_7",195,"Classic Czar",-0.0117436374283847,0.286841268155627,0.556846289516752,0.0882263907614917,6
"231","AQU_20190201_7",755,"Clench",-0.0127173889860499,0.247357135721929,0.494519198375722,0.060647443527817,1
"232","AQU_20190202_1",230,"She'sakittykat",-0.01348059343126,0.222030431787546,0.55969400187726,0.097648980035518,1
