"","race_id","horse_id","horse_name","mean_acceleration","median_acceleration","range_acceleration","iqr_acceleration","cluster"
"44","AQU_20190101_7",43,"Fair Regis",0.179910565694556,-0.0234333589053837,4.92250856557776,0.260473855481302,6
"45","AQU_20190101_7",44,"Baby Boss",0.169038523322451,-0.0241196588834056,5.129677285654,0.236405299177738,6
"46","AQU_20190101_7",45,"Moondance Joy",0.154667196588132,-0.0212171235738354,4.85098713019352,0.305138367006233,6
"47","AQU_20190101_7",46,"Ribbonite",0.147885886579177,-0.0573924560517393,4.26423890914573,0.226897229342703,9
"48","AQU_20190101_8",47,"Mind Control",0.110746908135883,-0.0282303813990213,3.73449647849884,0.191063212543936,5
"49","AQU_20190101_8",48,"Our Braintrust",0.10954598733311,-0.00546274620927375,3.38466218349935,0.202433847601965,5
"50","AQU_20190101_8",49,"Family Biz",0.0909889423575728,-0.00479015364216826,3.07942450909408,0.189123352830124,5
"51","AQU_20190101_8",50,"Gates of Dawn",0.0845629290681589,-0.00846633888259517,2.93083820601107,0.14235546112698,5
"52","AQU_20190101_8",51,"Souper Jackpot",0.096095166136563,-0.0254090034656432,3.87395551762596,0.321997933493148,3
"53","AQU_20190101_8",52,"Direct Order",0.0788514706798135,-0.0165601332962548,2.7494773485634,0.202195640758732,5
"54","AQU_20190101_9",53,"Alright Alright",0.172205271617353,-0.0272970308935325,3.50662171810027,0.266003773202224,2
"55","AQU_20190101_9",54,"For Pops",0.157988706609949,-0.0429668789002986,3.92426616341928,0.19967774656934,9
"56","AQU_20190101_9",55,"Bitumen",0.163570387624204,-0.00751025968338581,3.51988116660356,0.298616656703373,2
"57","AQU_20190101_9",56,"The Great Samurai",0.163105656765485,-0.028394117804726,3.77506428068523,0.315116600064079,2
"58","AQU_20190101_9",57,"Samadi Sky",0.15136439292231,-0.0356502207625466,3.66435190911471,0.261855779546813,2
"59","AQU_20190101_9",58,"Dancetrack",0.155939634145083,-0.0287389892143845,3.53074287226631,0.243345343068371,9
"60","AQU_20190101_9",59,"Conquest Prankster",0.157983142680851,-0.0347992294466977,4.40053901710842,0.272955018496405,6
"61","AQU_20190101_9",60,"Crafty Concorde",0.167816146418115,-0.0245460469526648,3.66077247792695,0.266615647951955,2
"62","AQU_20190101_9",61,"Fifty Eight O G",0.147794509276005,-0.0491982976186196,3.88338320117049,0.239063912971819,2
"63","AQU_20190104_1",62,"Excess Capacity",0.112169251626481,-0.01606621421239,3.69416370305245,0.257636093113341,5
"64","AQU_20190104_1",63,"Paynterbynumbers",0.120197313005976,-0.0443477088356398,3.74260650574771,0.142621394973081,9
"65","AQU_20190104_1",64,"Fancy That",0.126464916694863,-0.0234005109432979,4.60418536600083,0.221542830780122,6
"66","AQU_20190104_1",65,"She'll Do",0.102740074166036,-0.0389204054029667,3.77045113896666,0.237884544476976,6
"67","AQU_20190104_1",66,"Silk Assassin",0.117731133454677,-0.049312021110837,4.1951612342584,0.232932602604448,6
"68","AQU_20190104_1",67,"Moon and Stars",0.108917859297653,-0.0410484605814345,3.84306063069075,0.151066452875009,5
"69","AQU_20190104_2",68,"Tikhvin Flew",0.0884081950896667,0.00727068360503658,3.04553461075008,0.250437445272733,5
"70","AQU_20190104_2",69,"Pulsate",0.090133695179958,-0.00544911449827465,2.93781271449509,0.251833048345088,5
"71","AQU_20190104_2",70,"Spun to Run",0.0841212569037298,-0.017573416904991,2.81585225227677,0.239875042024,8
"72","AQU_20190104_2",71,"Classic Romeo",0.0804704914526463,-0.0318041103831395,3.30669458452263,0.253734633937495,6
"73","AQU_20190104_2",72,"U R Not So Bad",0.0665755720983477,-0.0421001994148745,2.83887471506678,0.205083556777111,9
"74","AQU_20190104_2",73,"Jake Rocks",0.0572670606638876,-0.0327864103604338,2.72449238530409,0.250837450663958,8
"75","AQU_20190104_3",74,"Speed Khaleesi",0.151101679764678,-0.0546109244046341,3.61213456611513,0.147816588121397,2
"76","AQU_20190104_3",75,"Stay Good",0.148022594453207,-0.0601269777040064,3.50438291881621,0.23562310533497,2
"77","AQU_20190104_3",76,"Caitriona",0.145785311399936,-0.0572308618520007,3.63488208941951,0.295621721588257,2
"78","AQU_20190104_3",77,"Diamond Jen Brady",0.144161695730521,-0.0824529757541749,3.36946886630694,0.226691730111425,2
"79","AQU_20190104_3",78,"Somethingwithlilly",0.145268016010162,-0.0404950790324866,3.51759407707508,0.177141430572558,9
"80","AQU_20190104_3",79,"Aly's All Out",0.140939955549447,-0.0453593108286168,3.51999837782871,0.222603811321006,9
"81","AQU_20190104_4",80,"Regal Retort",0.0858873734159492,-0.0315176844457375,3.11240608245829,0.184734660869058,9
"82","AQU_20190104_4",81,"Free Coffee",0.102139389397985,-0.0379147046122523,2.98870072648091,0.216094643770041,9
"83","AQU_20190104_4",82,"Dizzy",0.0822308955358099,-0.0235398266447528,2.58565076729383,0.15717236001638,8
"84","AQU_20190104_4",83,"Whyisshesoolucky",0.0935050477537909,-0.0373828580525707,2.78960016706039,0.159557056478221,9
"85","AQU_20190104_4",84,"Stay Smart",0.09985441515301,-0.006703677192042,3.67956671385856,0.273260130394725,5
"86","AQU_20190104_4",85,"Irish Banker",0.0948293832873324,-0.0347583654751433,3.02128748312808,0.163598756373729,9
"87","AQU_20190104_4",86,"Miss Allison",0.0615776795767778,-0.0812795728600051,2.77276456380125,0.229659699046328,8
"88","AQU_20190104_5",87,"Turco Bravo (CHI)",0.104746205428273,-0.0268156748898147,3.83115663668974,0.230133672291445,5
"89","AQU_20190104_5",88,"Let Me Go First",0.11107370209871,-0.00536046934049573,3.96156007889879,0.223806326487817,5
"90","AQU_20190104_5",89,"Admiral Blue",0.105548396200882,-0.0211523467647968,3.92243028563297,0.197457044850678,5
"91","AQU_20190104_5",90,"Halloween Horror",0.0997138036353352,-0.0325066342670471,3.69856642069417,0.162936254351002,5
"92","AQU_20190104_5",91,"Shamcat",0.0791062965371867,-0.0532528331146148,3.97531973595699,0.170909925822398,6
"93","AQU_20190104_5",92,"Indian Guide",0.0878733286935506,-0.0230407476847769,3.72715069928627,0.173674694037765,5
"94","AQU_20190104_6",93,"Outplay",0.0756986074636413,-0.0428178424894696,3.17092707155661,0.161891051440834,9
"95","AQU_20190104_6",94,"Dublinthepleasure",0.085007728467088,-0.0208007584211541,3.38307095196287,0.21824753921811,5
"96","AQU_20190104_6",95,"Shalako",0.0843568080416943,-0.0222695547878749,3.15955301803072,0.213486915005507,5
"97","AQU_20190104_6",96,"Toohottoevenspeak",0.0679671649275443,-0.0428102909756751,3.28698520852529,0.219868499609635,6
"98","AQU_20190104_6",97,"Its All Relevant",0.0689410966779031,-0.0235825272895853,3.35372546168422,0.189141110695131,5
"99","AQU_20190104_6",98,"E J's Legacy",0.0727915914232449,-0.0451864531324959,3.10831759359,0.198492635660455,9
"100","AQU_20190104_6",99,"Fifty",-0.00397662240105046,-0.108240331036348,3.12315164319263,0.206026023297571,6
"101","AQU_20190104_7",100,"Gio d'Oro",0.10847660263256,-0.0122567736710582,3.90304193890608,0.217985274579382,5
"102","AQU_20190104_7",101,"Blugrascat's Smile",0.111133154479945,-0.0129223231960355,3.60271947902213,0.188386912716325,5
"103","AQU_20190104_7",102,"Storm Prophet",0.115901120454026,-0.0140942691842017,3.91524114366053,0.189628540276799,5
"104","AQU_20190104_7",103,"Cause I'm Alex",0.117488782765223,-0.00172097747074199,3.77977519655429,0.22159788353282,5
"105","AQU_20190104_7",104,"Papa Shot",0.115283148151462,-0.0227222912948351,3.78725966756483,0.217807782198993,5
"106","AQU_20190104_7",105,"Singapore Trader",0.0998068183734138,-0.0277416609442661,3.80180335764351,0.147399160721708,5
"107","AQU_20190104_8",106,"Midnight Crossing",0.101167227912488,-0.0386718775645778,3.31612505134186,0.302603748339839,8
"108","AQU_20190104_8",107,"Mrs Vargas",0.0992799752224782,-0.0555524141599856,2.74921274086625,0.232199925504359,8
"109","AQU_20190104_8",108,"Know Point Given",0.109558226945747,-0.0310717993717518,3.04453799954751,0.328155212604982,8
"110","AQU_20190104_8",109,"Frosty Linz",0.098999542770652,-0.0492160614065019,3.24228588235101,0.283475838704973,8
"111","AQU_20190104_8",110,"Flying Pleasantly",0.089712360090381,-0.0574119758942481,2.68285121403931,0.233752665920319,8
"112","AQU_20190104_8",111,"Way Over Budget",0.0915587445506311,-0.0543590364567209,3.15293498616406,0.230978506638447,9
"113","AQU_20190104_8",112,"Big Expense",0.0815966614372431,-0.0680755303381121,2.91250185693269,0.224072487284622,8
"114","AQU_20190105_1",113,"Needs No Ice",0.0698026270559247,-0.00225536262571147,2.75050714616771,0.186619617595176,5
"115","AQU_20190105_1",114,"Promise Me Roses",0.0658724835240688,-0.0218261097751882,2.86880938341697,0.208406652172084,5
"116","AQU_20190105_1",115,"Low Is Laine",0.0694190725126425,-0.0104385806955326,2.61183503504616,0.17109702791461,5
"117","AQU_20190105_1",116,"Got the Gist",0.0633000772192021,-0.0270112121824266,2.83056001762186,0.184656679305747,5
"118","AQU_20190105_1",117,"Reyana Reya Dreams",0.0637985378777043,-0.00988796808952388,2.52272363868824,0.128767801304866,8
"119","AQU_20190105_1",118,"Youmakemeblush",0.0607820212130526,-0.0159463994762,2.60130064725749,0.158718580720375,5
"120","AQU_20190105_2",119,"Monteleone",0.0917378425075227,-0.0185313233030213,3.37593405722789,0.23264624170835,5
"121","AQU_20190105_2",120,"Trustworthy",0.107626079699869,-0.0227921574302946,3.36596991078256,0.194812248564216,9
"122","AQU_20190105_2",121,"Unpredictable",0.113917560712088,-0.00732190022052729,3.12415098919622,0.168672425096238,9
"123","AQU_20190105_2",122,"Playwright",0.112768429233359,-0.0282302184284286,3.43246571161376,0.197988617196009,9
"124","AQU_20190105_2",123,"Expert",0.090060428491776,-0.0279610335609861,3.65730739010391,0.30891744462096,6
"125","AQU_20190105_2",124,"Stronger",0.0616897507366438,-0.0280995801731723,3.04509637200443,0.205775800872077,5
"126","AQU_20190105_3",125,"Intoxicologist",0.0813791342450085,-0.0136948330476846,3.28830450453722,0.221293750720646,5
"127","AQU_20190105_3",126,"Delta Gamma",0.0840891579382555,-0.021321279819987,3.54457289684782,0.275112757805017,6
"128","AQU_20190105_3",127,"Cornetta's Choice",0.0717736417687891,-0.0255249485028948,2.88840949439278,0.178934708664557,5
"129","AQU_20190105_3",128,"Bee'snbee's",0.0558710738171473,-0.0373787103731639,2.66924028650559,0.165165632759806,9
"130","AQU_20190105_3",129,"Winifred J",0.0415948448226697,-0.0535695010673815,2.79922922472949,0.161446752310359,9
"131","AQU_20190105_3",130,"Sarah's Rainbow",0.0596597462091789,-0.0363238475841645,2.65647693590787,0.201420819070878,9
"132","AQU_20190105_4",131,"Turn and Bern",0.15119197502395,-0.0436806121735868,5.34310756527118,0.185871913654263,6
"133","AQU_20190105_4",132,"Anne's Song",0.13567505156625,-0.0361975265690467,3.82093754811528,0.267630856898834,2
"134","AQU_20190105_4",133,"Bourbon High",0.127815493644425,-0.0387345787664381,3.66799430632526,0.159932694841878,9
"135","AQU_20190105_4",134,"Joule",0.147791394854755,-0.0182654268195614,3.21931411142099,0.232896757336102,9
"136","AQU_20190105_4",135,"Overtime Olivia",0.123971362867804,-0.0377635293840441,4.21547461524598,0.208213800285704,6
"137","AQU_20190105_4",136,"Dreamers and Me",0.132039126511216,-0.0479168617076569,4.78666456778398,0.237809507200541,6
"138","AQU_20190105_4",137,"Mrs. Orb",0.0986816051695429,-0.0781893935094509,3.92756960649066,0.197067031653382,9
"139","AQU_20190105_4",138,"Sonic Force",0.139092872248554,-0.018213021792664,4.14440259438123,0.244311705613362,6
"140","AQU_20190105_5",139,"Eye Luv Lulu",0.120313364258528,-0.0491909703555125,4.30055655979957,0.227767501265318,6
"141","AQU_20190105_5",140,"Almithmaar",0.106082715251207,-0.0405592661333129,3.0318155108494,0.183692731061681,9
"142","AQU_20190105_5",141,"Preservationist",0.16570601824713,-0.0351331346100605,5.18637369931855,0.261436473843829,6
"143","AQU_20190105_5",142,"Reed Kan",0.135969604397485,-0.0810454875940355,4.98141358372516,0.213311178354175,6
"144","AQU_20190105_5",143,"Still Krz",0.0823983355959403,-0.0570167162946926,3.08118619423367,0.211019579737234,9
"145","AQU_20190105_5",144,"Angry Moon",0.0743963591513423,-0.0543206787666364,4.58134145380657,0.294166979250576,6
"146","AQU_20190105_6",145,"Hushion",0.166570605781557,-0.0311392885234917,3.79090930419902,0.324135522226556,2
"147","AQU_20190105_6",146,"Castle Casanova",0.182215916383287,-0.030039369031593,3.56700076081792,0.227614265796114,2
"148","AQU_20190105_6",147,"Top of the Mint",0.19884378313331,-0.023628079332731,3.78751421194831,0.298727034767775,2
"149","AQU_20190105_6",148,"Smooth Tales",0.160300724723611,-0.0419774176573758,3.9330170740149,0.281912802202644,2
"150","AQU_20190105_6",149,"Jack Bo",0.15826078817144,-0.0687104957369434,3.78500703885648,0.229729415433743,2
"151","AQU_20190105_6",150,"Fleet Warrior",0.163378767593415,-0.0609663949018366,3.72311259966881,0.274897846678376,2
"152","AQU_20190105_6",151,"Big Browning",0.182725733628458,-0.0488924801777478,3.69646760548865,0.185465599204603,9
"153","AQU_20190105_6",152,"Therisastormbrewin",0.164631658729898,-0.0441151730399712,3.99903365753039,0.316238323719323,2
"154","AQU_20190105_6",153,"Pour It Out",0.144871877958327,-0.0735247658496847,3.32934897011354,0.216245757896465,2
"155","AQU_20190105_7",154,"Fully Vested",0.0966725277445016,-0.0512996895081904,3.29983486035121,0.186372865787689,9
"156","AQU_20190105_7",155,"Wegotoldyougotsold",0.0893217774172803,-0.0507675549840785,3.06980618579,0.23198766346448,8
"157","AQU_20190105_7",156,"The Caretaker",0.0864100910039649,-0.0582967601202237,2.86508358586378,0.238627374433217,8
"158","AQU_20190105_7",157,"Bon Raison",0.0996950044779851,-0.0283410968657639,2.98466546664066,0.229221911721475,8
"159","AQU_20190105_7",158,"Redyornothereicome",0.109951835877163,-0.0204720359756278,2.83074024063099,0.246643727192924,8
"160","AQU_20190105_7",159,"Forced",0.0717452513399034,-0.0887670512107464,2.84336940089182,0.222609104173815,8
"161","AQU_20190105_7",160,"Have Another",0.0664989729480668,-0.0690032225624104,2.81998199456569,0.219054697255577,8
"162","AQU_20190105_8",161,"Kathryn the Wise",0.0871301635233985,-0.00922588099357173,3.30047910291561,0.270255237370178,5
"163","AQU_20190105_8",162,"Playinwiththeboys",0.100926155380141,-0.00449624408382673,3.292966494276,0.315577524221867,3
"164","AQU_20190105_8",163,"Pauseforthecause",0.0936145775132076,-0.0141225494309407,3.33278280809602,0.247299119901099,5
"165","AQU_20190105_8",164,"Starlite Mission",0.0931295536061379,-0.00159031783677221,3.08197789068281,0.173711204977095,5
"166","AQU_20190105_8",165,"Sunset Ridge",0.0881018810769554,-0.0166766299359635,3.23194299749314,0.245953421126224,5
"167","AQU_20190105_8",166,"Palladian Bridge",0.0891217966593648,-0.00995859139320585,3.46276834314358,0.204656938841267,5
"168","AQU_20190105_8",167,"Silly Sister",0.0889904012101941,-0.0142459739048648,3.31815722405108,0.168169794632348,5
"169","AQU_20190105_8",168,"Byself",0.0179145635361682,-0.0235255159610735,3.73384292425991,0.309676415494248,1
"170","AQU_20190105_9",169,"Never Nevermore",0.0747588164226283,-0.0259950281925722,3.04052330424928,0.194633693947417,5
"171","AQU_20190105_9",170,"Raging Fire",0.0763996986581655,-0.0177189469602605,3.35917761226088,0.20389363733895,5
"172","AQU_20190105_9",171,"Bobby G",0.0761215816859318,-0.0112068856338167,3.50707935844109,0.268802177985292,3
"173","AQU_20190105_9",172,"Won't Be Missed",0.0642340066655045,-0.0321744090272047,3.08119702277594,0.229172082041625,5
"174","AQU_20190105_9",173,"Storm Scat",0.0626572338368959,-0.0223532651929293,2.88813766821146,0.186618008272201,5
"175","AQU_20190105_9",174,"Carmine's Honor",0.0530831982371961,-0.0326849912504091,3.03615472894854,0.227158488803081,6
"176","AQU_20190105_9",175,"Rockin Jo",0.0435312836908915,-0.0355368791891593,3.49581838547352,0.189184144767358,6
"177","AQU_20190106_1",176,"Double Deep",0.126668902030545,-0.00207476494238139,3.29847406625909,0.163691520797621,9
"178","AQU_20190106_1",177,"Rogue Nation",0.128098353000055,-0.00922189176927664,3.65675392822464,0.158494782021521,5
"179","AQU_20190106_1",178,"Dooley",0.137291129866427,-0.00417631401272049,4.16449090869027,0.217184857383588,5
"180","AQU_20190106_1",179,"Domain",0.123065767506204,-0.0119616527376741,3.80820823744916,0.163544998593215,5
"181","AQU_20190106_2",180,"Chateau",0.104292751727779,-0.037217407268143,3.09092571238244,0.274002915914443,8
"182","AQU_20190106_2",181,"Ragnar Lothbrok",0.110397063849177,-0.0499337283355072,3.09121592360055,0.304750561884824,8
"183","AQU_20190106_2",182,"Latin Love Bug",0.126850240539124,0.0105973771559359,4.86416970219215,0.375387484634546,3
"184","AQU_20190106_2",183,"Thefinalcrazydude",0.0733404639147686,-0.103370938909141,2.75186745674988,0.299099690961315,8
"185","AQU_20190106_2",184,"I Love Jaxson",0.09378764227801,-0.0683996471746503,2.87616219617251,0.220455478677169,9
"186","AQU_20190106_3",185,"Siena Magic",0.146945868508403,-0.0232659297613888,3.40831402960211,0.184539524748552,9
"187","AQU_20190106_3",186,"Shanghai Check",0.147647281939576,-0.0265057718203955,3.32540192945497,0.274557721172085,2
"188","AQU_20190106_3",187,"Racing Raven",0.147171182869761,-0.0165338936874626,3.30248411155738,0.205296941917799,9
"189","AQU_20190106_3",188,"Bold Gem",0.150491608908654,-0.0314159411859158,4.52049511716566,0.283243838213394,6
"190","AQU_20190106_3",189,"Alrahaal",0.157899432668989,-0.0531597988051749,4.9249039057562,0.209761951839402,6
"191","AQU_20190106_3",190,"Justinspeightofit",0.125722591280119,-0.0524814827648565,3.81528736556522,0.224706471028232,9
"192","AQU_20190106_4",191,"Twelfthofneverland",0.0884107165825326,-0.000596756303764323,3.03038389117502,0.198193919407863,5
"193","AQU_20190106_4",192,"Durkin's Call",0.0887248247621025,-0.0159443156698889,2.85210132134934,0.158724966350643,5
"194","AQU_20190106_4",193,"Success Hurricane",0.0766042157930094,-0.0481659060660588,3.11201854734387,0.217159925266857,9
"195","AQU_20190106_4",194,"Letzgometz",-0.00186705894585477,-0.0504682448965828,3.55061502656441,0.285168313618787,1
"196","AQU_20190106_4",195,"Classic Czar",1.53119186731679,1.7397039451612,2.38383811460371,0.867251971554132,7
"197","AQU_20190106_5",196,"Oh K Funnybone",0.122800575353802,0.00229877984292256,3.74009177312895,0.23206857503298,5
"198","AQU_20190106_5",197,"Poker Game",0.121279534209961,0.00102547969278216,3.28177067237329,0.214472100409613,5
"199","AQU_20190106_5",198,"Awesome Adversary",0.125606538110611,0.00179476483198786,3.71800167366919,0.202533805322019,5
"200","AQU_20190106_5",199,"Dash for Dollars",0.108052154482773,0.00631441119152814,2.8629875002949,0.24272205954022,8
"201","AQU_20190106_5",200,"Tazmonian Devil",0.11534117834224,0.00022302730058933,3.57650635744104,0.248174019611315,5
"202","AQU_20190106_5",201,"Shock Therapy",0.115094252404718,0.00732723937177661,3.34363805160419,0.228418625943452,5
"203","AQU_20190106_5",202,"My Amanjena",0.0935481895772689,0.00332699098637492,4.21292502612676,0.287914064402022,3
"204","AQU_20190106_5",203,"Marble Moon",0.0823618557435134,-0.0482870937016679,3.50513484722063,0.25009328225625,6
"205","AQU_20190106_6",204,"Sweet August Lady",0.106146987786462,-0.000556148554495274,3.02617056591103,0.270208486140222,8
"206","AQU_20190106_6",205,"Parlapiano",0.102187643743226,-0.0424325195557734,3.5542889719054,0.267249882509015,6
"207","AQU_20190106_6",206,"Zecha",0.0863690899659627,-0.012122813421982,2.68825533539207,0.214666802421791,8
"208","AQU_20190106_6",207,"Solitary Gem",0.112556110944866,-0.0396629343372628,4.21473808945337,0.240128451210572,6
"209","AQU_20190106_6",208,"Tayler's the Boss",0.0706316108382441,-0.0337123378204435,3.13872756311433,0.142921617378859,5
"210","AQU_20190106_6",209,"Third Card Down",0.0637550497068033,-0.0525462543361009,2.82161053425317,0.185728089988315,9
"211","AQU_20190106_6",210,"Fingerpaint",0.0890059509062,-0.0230865181576831,3.47098996247712,0.205713950741571,5
"212","AQU_20190106_6",211,"She'saprettylady",0.046312642722007,-0.0654474202046384,3.1267382563498,0.188472873216283,9
"213","AQU_20190106_7",212,"Quietude",0.16955683587741,-0.0270177429216092,3.44729682842684,0.259696102231797,2
"214","AQU_20190106_7",213,"My Best Friend",0.152251067965151,-0.0608059976917556,3.81821471646562,0.242642849343899,2
"215","AQU_20190106_7",214,"Stabilize",0.164121182876074,-0.0328271618599732,3.8133147075007,0.217416474839633,9
"216","AQU_20190106_7",215,"Shak's Hidden Gem",0.168257860607701,-0.0133212972930371,3.69543503150468,0.23501711923002,9
"217","AQU_20190106_7",216,"Diamond Princess",0.149213371872868,-0.0495659296099302,3.5464319581511,0.203889885663723,9
"218","AQU_20190106_7",217,"Mary's Girl",0.170664571454437,-0.0416355086833554,3.71804119333392,0.234582549032872,2
"219","AQU_20190106_8",218,"Fiery Opal",0.0701610688813918,-0.056677752743356,3.14360872251174,0.255622092229945,8
"220","AQU_20190106_8",219,"Speightful Kitten",0.0657390680484844,-0.0303229739559154,2.83842603643921,0.256063736814038,8
"221","AQU_20190106_8",220,"Tribecca",0.0666107447586714,-0.0448632081149122,3.02905835443106,0.219026041045172,9
"222","AQU_20190106_8",221,"Sicilia Mike",0.0815033503666165,-0.0119228409747004,2.63190219096126,0.18179920593856,5
"223","AQU_20190106_8",222,"Horoscope",0.0754487195139472,-0.0295333119783265,3.25869969976932,0.264034125152437,6
"224","AQU_20190106_8",223,"Playthatfunnymusic",0.0801663570743974,-0.031332265227652,3.48501795767373,0.32627658442992,3
"225","AQU_20190106_8",224,"Arthur's Hope",0.068231462457368,-0.0497991974078281,2.88198973370989,0.201293968397763,9
"226","AQU_20190106_8",225,"Retonova",0.0502570039216965,-0.0909699228674417,2.91291983491322,0.301577023951869,8
"227","AQU_20190106_8",226,"Mascarello",0.0463490037388117,-0.0274866869550792,3.43979369265544,0.315176077499727,3
"228","AQU_20190110_1",227,"New Year's Wish",0.0836858321890287,-0.0220734488450489,3.44584433750461,0.201727255769351,5
"229","AQU_20190110_1",228,"Smiles From Sadie",0.105890249758007,-0.0206799105690752,3.76721215107931,0.187962569246648,5
"230","AQU_20190110_1",229,"Madame Barbarian",0.106869269421786,-0.0279495673454433,3.10468405980414,0.171057245271982,9
"231","AQU_20190110_1",230,"She'sakittykat",0.114836091611676,-0.0152814597868137,3.55091352327678,0.205542709784549,5
